label,step,T_max,T_mean,overheat_frac,mean_ctrl,cooling_power,TV,MI,corr
RF surrogate controller,810,51.161261149142355,31.049624511610507,0.0302,0.0005073453741698342,0.11132454030483604,0.00024162150241608234,0.1176870973422659,0.43915549944283594
RF surrogate controller,815,51.23692566928075,31.073056929295266,0.0309,0.000563490176416274,0.12409166529974008,0.00027449022444235073,0.10480630644767785,0.4361301533303317
RF surrogate controller,820,51.31971503670752,31.096469835955485,0.0318,0.0005748441355419018,0.1262431971353995,0.000261032650467163,0.12162323630250865,0.4565292786453952
RF surrogate controller,825,51.39565158775244,31.11983429948598,0.0322,0.0006242099615090321,0.13805922199671755,0.0003024808174879063,0.11021589004785687,0.44066750573963753
RF surrogate controller,830,51.47036547214539,31.14316902089801,0.0332,0.0006380473220106834,0.1414139738516994,0.00031112790564402664,0.12080274124445972,0.44182004424906957
RF surrogate controller,835,51.53826464290094,31.16646987595695,0.0337,0.00070211671791225,0.1549139078218869,0.00032641749241727814,0.1298819623951371,0.46635408905087183
RF surrogate controller,840,51.61029292191729,31.189737050472736,0.0349,0.000656730841981341,0.14571572535620406,0.0003105262510452292,0.12106545484359948,0.45292524101801196
RF surrogate controller,845,51.68308942209915,31.212964360489202,0.0355,0.0007414045893156738,0.16533927326433293,0.00036473158022898083,0.1295523389338783,0.44616904679781694
RF surrogate controller,850,51.750869946803036,31.236145976070205,0.0358,0.0007482464271986711,0.16685921960706399,0.0003555842669001832,0.12942797719086613,0.4540915938607303
RF surrogate controller,855,51.817030746008264,31.259287732553947,0.0364,0.0007484259976354321,0.16693553416101067,0.00034886511566879763,0.13660450966823737,0.4610677219061873
RF surrogate controller,860,51.88308373771742,31.282415855744404,0.0371,0.0007738097556930741,0.17286493532555763,0.00035596868337435804,0.13627880410349524,0.46428411470804587
RF surrogate controller,865,51.949227845764305,31.30550764298953,0.0375,0.000807036586004217,0.18072291034251706,0.00037115707299754366,0.1408289925359644,0.4634572615782372
RF surrogate controller,870,52.01569707702206,31.328564858936566,0.0383,0.0007816368417092937,0.17520979870275274,0.00038021845636981595,0.14372413630031436,0.465794608788179
RF surrogate controller,875,52.081487690495685,31.351574546538306,0.0387,0.0008995201889363533,0.20181757797470842,0.00041414560319740347,0.14904954600086529,0.4741178315865325
