step,lyap_E,mse,T_max,T_mean,overheat_frac,mean_ctrl,cooling_power,heat_removed,TV
583,3.0112867637554672e-06,6.0225735275109345e-06,46.52088072181392,29.957347156485845,0.0056,6.985163284493466e-06,0.0013472597975008745,0.0013472597975008745,6.6532151432363845e-06
584,3.1539313866002915e-06,6.307862773200583e-06,46.54542707259891,29.962254663073224,0.0057,7.32750356214384e-06,0.0014143453649901455,0.0014143453649901455,6.925283404848907e-06
585,3.3005983592378815e-06,6.601196718475763e-06,46.56994458383692,29.967161497641033,0.006,7.680377783237713e-06,0.001483563212454447,0.0014835632124544473,7.203626728314171e-06
586,3.451345200791575e-06,6.90269040158315e-06,46.59443314329144,29.972067658570722,0.006,8.044134861631141e-06,0.0015549831332514585,0.0015549831332514585,7.488388056545094e-06
587,3.6063455507874827e-06,7.212691101574965e-06,46.618892638889456,29.97697314420189,0.0062,8.419131541564081e-06,0.0016286765734319906,0.0016286765734319908,7.77977524370544e-06
588,3.7656274698572524e-06,7.531254939714505e-06,46.64332295873073,29.98187795286249,0.0062,8.805450689558439e-06,0.0017046646753593401,0.0017046646753593401,8.077764002659605e-06
589,3.929267058712325e-06,7.85853411742465e-06,46.66772399109518,29.98678208285227,0.0062,9.203324815594678e-06,0.0017829961978883284,0.0017829961978883284,8.382330145223133e-06
590,4.0972610978504265e-06,8.194522195700853e-06,46.69209562444846,29.99168553247261,0.0063,9.612715544798418e-06,0.0018636700984508234,0.0018636700984508234,8.693449728302744e-06
591,4.269587107394357e-06,8.539174214788714e-06,46.716437747445674,29.99658830001014,0.0064,1.0033733425272028e-05,0.0019467127133288116,0.0019467127133288118,9.011098835523576e-06
592,4.44625901936717e-06,8.89251803873434e-06,46.74075024893362,30.00149038374373,0.0065,1.046642517217733e-05,0.002032138662792839,0.002032138662792839,9.335253577459548e-06
593,4.627313490024217e-06,9.254626980048434e-06,46.76503301795225,30.006391781920684,0.0065,1.0911052976472975e-05,0.0021200022555314954,0.0021200022555314954,9.665890374702508e-06
594,4.812787710761979e-06,9.625575421523959e-06,46.78928594373587,30.011292492785078,0.0065,1.1367622204699604e-05,0.002210310628031359,0.002210310628031359,1.0002986737234117e-05
595,5.002636785138946e-06,1.0005273570277891e-05,46.81350891571474,30.016192514582723,0.0065,1.1836092820053243e-05,0.002303062526928275,0.002303062526928275,1.0346520184124652e-05
596,5.19681356317911e-06,1.039362712635822e-05,46.83770182351729,30.021091845561248,0.0067,1.2316424813118112e-05,0.0023982566579519274,0.0023982566579519274,1.0696468243737426e-05
597,5.3953321359659395e-06,1.0790664271931879e-05,46.86186455697323,30.025990483932848,0.0068,1.2808915185604271e-05,0.002495953745126811,0.002495953745126811,1.1053134371286386e-05
598,5.59829047808004e-06,1.119658095616008e-05,46.885997006117705,30.030888427884875,0.0071,1.3313764488003773e-05,0.0025961968992823364,0.0025961968992823364,1.1416558163519211e-05
599,5.805722991520505e-06,1.161144598304101e-05,46.91009906119652,30.03578567557119,0.0071,1.3831251036044323e-05,0.0026990436095554442,0.0026990436095554447,1.1786715708989773e-05
600,6.0177624408904115e-06,1.2035524881780823e-05,46.934170612672496,30.040682225119422,0.0072,1.436158664835061e-05,0.00280453929251668,0.00280453929251668,1.216358310567888e-05
601,6.23439044688516e-06,1.246878089377032e-05,46.95821155123057,30.04557807465121,0.0073,1.4904799365138003e-05,0.0029126955712342204,0.002912695571234221,1.254713646088573e-05
602,6.455631538022871e-06,1.2911263076045742e-05,46.982221767781674,30.05047322226378,0.0073,1.546108449943688e-05,0.003023554874354386,0.0030235548743543865,1.2937351893616676e-05
603,6.681512888013915e-06,1.336302577602783e-05,47.00620115346555,30.055367666048323,0.0074,1.6030469791588515e-05,0.003137128854856533,0.0031371288548565335,1.3334205682202252e-05
604,6.911989642825326e-06,1.3823979285650651e-05,47.03014959965273,30.060261404095975,0.0075,1.6612929695253463e-05,0.0032534193288635345,0.0032534193288635345,1.3737674204293496e-05
605,7.1470712392285686e-06,1.4294142478457137e-05,47.054066997946116,30.065154434468987,0.0075,1.7208699250043188e-05,0.0033724760651562876,0.0033724760651562876,1.4147733846972195e-05
606,7.386800667416231e-06,1.4773601334832463e-05,47.07795324018202,30.070046755222585,0.0076,1.781781524074192e-05,0.0034943124374720467,0.003494312437472047,1.4564361007521868e-05
607,7.63114254368249e-06,1.526228508736498e-05,47.10180821843046,30.07493836440416,0.0077,1.84403219156076e-05,0.00361894317156966,0.0036189431715696603,1.4987532098186591e-05
608,7.880136264146709e-06,1.5760272528293418e-05,47.125631824994116,30.079829260032955,0.0077,1.9076447043359008e-05,0.0037464168069017974,0.0037464168069017974,1.5417576433954156e-05
609,8.133787878059885e-06,1.626757575611977e-05,47.14942395240599,30.0847194401289,0.0079,1.9726157263647262e-05,0.0038767338766549386,0.003876733876654939,1.585449497385448e-05
610,8.392077564080918e-06,1.6784155128161836e-05,47.17318449342629,30.089608902685878,0.0079,2.0389661029902434e-05,0.004009939388133288,0.004009939388133288,1.6298261470447773e-05
611,8.655066546953797e-06,1.7310133093907594e-05,47.19691334103903,30.094497645686772,0.0079,2.1067030765009985e-05,0.004146053399009899,0.004146053399009899,1.674885012145334e-05
612,8.922711373355064e-06,1.7845422746710128e-05,47.2206103884488,30.09938566711664,0.008,2.175821866351545e-05,0.0042850738158167435,0.004285073815816744,1.7206235287887075e-05
613,9.194960172699904e-06,1.838992034539981e-05,47.244275529077996,30.104272964958078,0.0082,2.2463220050599607e-05,0.004427006428566809,0.004427006428566809,1.76703913605881e-05
614,9.471825647572048e-06,1.8943651295144096e-05,47.2679086565648,30.10915953716125,0.0082,2.318230134726327e-05,0.0045719069213996065,0.0045719069213996065,1.8141292760363215e-05
615,9.753394075733701e-06,1.9506788151467402e-05,47.291509664762046,30.11404538165619,0.0083,2.3915616940443228e-05,0.004719810479730747,0.004719810479730747,1.8618914433567882e-05
616,1.0039637636656447e-05,2.0079275273312895e-05,47.315078447737235,30.1189304963713,0.0084,2.466315340948108e-05,0.004870721408287252,0.004870721408287252,1.910330454513093e-05
617,1.0330550982282637e-05,2.0661101964565274e-05,47.338614899773766,30.12381487921527,0.0087,2.5425061308673343e-05,0.005024674178578471,0.005024674178578471,1.9594742373177325e-05
618,1.0626228497477939e-05,2.1252456994955877e-05,47.362118915373344,30.1286985280406,0.0087,2.6201821287337724e-05,0.005181764101068729,0.005181764101068729,2.0093529848223926e-05
619,1.0926780310673617e-05,2.1853560621347233e-05,47.385590389259576,30.1335814406842,0.0088,2.6993544769538223e-05,0.005342018727268503,0.005342018727268503,2.059968426090683e-05
620,1.1232184994105665e-05,2.246436998821133e-05,47.40902921638247,30.138463614973052,0.009,2.780029214296072e-05,0.005505456219225825,0.005505456219225825,2.1113177332137255e-05
621,1.1542498530855597e-05,2.3084997061711194e-05,47.43243529192352,30.143345048691838,0.0091,2.8622416622870566e-05,0.005672148682500983,0.005672148682500984,2.1633980951597127e-05
622,1.1857788675300813e-05,2.3715577350601625e-05,47.45580851130091,30.148225739605575,0.0092,2.946006576036243e-05,0.005842130494290543,0.005842130494290543,2.2162067124262314e-05
623,1.2178068473900973e-05,2.4356136947801947e-05,47.47914877017465,30.153105685463704,0.0094,3.0313349822951642e-05,0.006015429200574041,0.006015429200574041,2.269740784749614e-05
624,1.2503338213020765e-05,2.500667642604153e-05,47.502455964451464,30.157984884003042,0.0094,3.118235238266653e-05,0.006192067450664761,0.0061920674506647615,2.3239975139160042e-05
625,1.2833636894828857e-05,2.5667273789657714e-05,47.525729990289335,30.162863332933544,0.0094,3.2067285515966856e-05,0.006372091589178251,0.006372091589178251,2.378974163821029e-05
626,1.3168950718716802e-05,2.6337901437433605e-05,47.548970744101865,30.167741029967875,0.0094,3.296809329909586e-05,0.006555498668858828,0.006555498668858828,2.4346680723495415e-05
627,1.3509218887057465e-05,2.701843777411493e-05,47.57217812256241,30.172617972821474,0.0094,3.388471984492425e-05,0.006742285686393154,0.006742285686393155,2.491076578678821e-05
628,1.385438091350649e-05,2.770876182701298e-05,47.59535202260809,30.177494159212547,0.0095,3.48171093042672e-05,0.006932449582691984,0.006932449582691984,2.548197023300688e-05
629,1.4204377532084985e-05,2.840875506416997e-05,47.61849234144366,30.18236958685788,0.0095,3.576524424586105e-05,0.007125994306255141,0.007125994306255142,2.6060267480470334e-05
630,1.455919600954883e-05,2.911839201909766e-05,47.6415989765453,30.187244253461262,0.0098,3.672921202157222e-05,0.007322943070767445,0.007322943070767446,2.6645630961168323e-05
631,1.4918842370537175e-05,2.983768474107435e-05,47.664671825664236,30.19211815669436,0.0098,3.770927337286669e-05,0.007523351007401337,0.007523351007401337,2.7238034121648275e-05
632,1.5283413707486565e-05,3.056682741497313e-05,47.68771078683024,30.19699129420654,0.0099,3.8705599119771246e-05,0.007727256831331738,0.007727256831331738,2.7837450425516737e-05
633,1.5652874186304656e-05,3.130574837260931e-05,47.710715758355036,30.20186366364509,0.0099,3.971817702492625e-05,0.00793466557302909,0.007934665573029092,2.8443853353743604e-05
634,1.6027210017188852e-05,3.2054420034377704e-05,47.73368663883554,30.20673526264531,0.0099,4.074708457827546e-05,0.008145598757574184,0.008145598757574184,2.9057216404948286e-05
635,1.640638400339048e-05,3.281276800678096e-05,47.75662332715702,30.21160608884555,0.0099,4.179226336703253e-05,0.008360052875702623,0.008360052875702623,2.967751309561134e-05
636,1.679033455575305e-05,3.35806691115061e-05,47.77952572249621,30.216476139887213,0.0101,4.2853655020032224e-05,0.008578024360559221,0.008578024360559221,3.030471696027748e-05
637,1.717900453945835e-05,3.43580090789167e-05,47.80239372432444,30.221345413405075,0.0104,4.393128941377022e-05,0.008799525821620868,0.008799525821620868,3.093886772330394e-05
638,1.75724423275088e-05,3.51448846550176e-05,47.82522723241089,30.226213906986768,0.0105,4.5025563134133166e-05,0.009024637391665383,0.009024637391665383,3.158023794999836e-05
639,1.7970780664168752e-05,3.5941561328337504e-05,47.84802614682587,30.23108161818005,0.0105,4.6136805571299093e-05,0.009253427022719954,0.009253427022719954,3.222879898275932e-05
640,1.8374059632440445e-05,3.674811926488089e-05,47.870790367944316,30.235948544519598,0.0106,4.7265103398802916e-05,0.009485918084613146,0.009485918084613146,3.288452304165539e-05
641,1.8782269779029063e-05,3.7564539558058126e-05,47.89351979644928,30.24081468352387,0.0106,4.841057147108188e-05,0.009722139143707502,0.009722139143707504,3.354738236376028e-05
642,1.9195387846154886e-05,3.839077569230977e-05,47.91621433333556,30.24568003271441,0.0107,4.957314949279273e-05,0.009962086524882289,0.00996208652488229,3.421734920739163e-05
643,1.9613364302088503e-05,3.9226728604177005e-05,47.93887387991309,30.250544589602995,0.0107,5.075289484960113e-05,0.01020577815127211,0.01020577815127211,3.489439585252682e-05
644,2.003618781868757e-05,4.007237563737514e-05,47.96149833781019,30.255408351698094,0.0109,5.1949805024962036e-05,0.010453220920506347,0.01045322092050635,3.557849475208967e-05
645,2.046381951505102e-05,4.092763903010204e-05,47.98408760897645,30.260271316491853,0.0109,5.31639968458011e-05,0.010704443656650317,0.010704443656650317,3.626992319513845e-05
646,2.0896287549866843e-05,4.1792575099733686e-05,48.00664159568532,30.26513348146041,0.0111,5.439558336118837e-05,0.010959474521293873,0.010959474521293875,3.696870365047224e-05
647,2.133357126678115e-05,4.26671425335623e-05,48.02916020053642,30.26999484406209,0.0111,5.564469405834511e-05,0.011218344702770118,0.011218344702770118,3.7674806136445736e-05
648,2.177571059635281e-05,4.355142119270562e-05,48.05164332645761,30.274855401741124,0.0111,5.6911424578013804e-05,0.011481079208883886,0.011481079208883888,3.838820101625736e-05
649,2.2222658129481165e-05,4.444531625896233e-05,48.07409087670691,30.27971515194535,0.0111,5.8195710385534605e-05,0.01174767354080448,0.01174767354080448,3.910885891006813e-05
650,2.2674348495249443e-05,4.5348696990498886e-05,48.09650275487416,30.284574092126235,0.0113,5.9497486992952274e-05,0.01201812313710761,0.012018123137107612,3.983675047105118e-05
651,2.313072114696135e-05,4.62614422939227e-05,48.118878864882475,30.289432219729484,0.0114,6.0816775448625514e-05,0.012292439108551996,0.012292439108551996,4.05718463855539e-05
652,2.3591822840828523e-05,4.7183645681657045e-05,48.14121911098953,30.29428953215665,0.0114,6.215394418269476e-05,0.012570696532042435,0.012570696532042437,4.131411747427832e-05
653,2.405767728065407e-05,4.811535456130814e-05,48.1635233977886,30.29914602681225,0.0115,6.350893448846028e-05,0.012852891949012325,0.012852891949012327,4.2063535449332314e-05
654,2.4528232449979888e-05,4.9056464899959776e-05,48.185791630209486,30.304001701091153,0.0116,6.488180241025207e-05,0.013139042957794205,0.013139042957794207,4.28200720431004e-05
655,2.500348605308884e-05,5.000697210617768e-05,48.208023713519275,30.308856552373385,0.0117,6.627265075144667e-05,0.013429175760341824,0.013429175760341824,4.358369900838574e-05
656,2.5483436622836946e-05,5.096687324567389e-05,48.230219553323046,30.313710578025173,0.0118,6.768157280174126e-05,0.013723314817694034,0.013723314817694036,4.4354388118590234e-05
657,2.596807979937049e-05,5.193615959874098e-05,48.25237905556455,30.318563775400264,0.012,6.910865021520953e-05,0.014021482454393271,0.014021482454393271,4.5132262455496424e-05
658,2.6457406647754713e-05,5.2914813295509425e-05,48.27450212652692,30.323416141838713,0.0122,7.055397504116715e-05,0.014323702909338928,0.01432370290933893,4.591749182412667e-05
659,2.6951446076721242e-05,5.3902892153442485e-05,48.296588672833465,30.328267674643953,0.0122,7.201784736421115e-05,0.014630038741757003,0.014630038741757003,4.67100454744531e-05
660,2.7450272138809612e-05,5.4900544277619224e-05,48.31863860144867,30.333118371094198,0.0122,7.350046301392627e-05,0.014940533422293158,0.014940533422293158,4.7509892696944884e-05
661,2.795385974565219e-05,5.590771949130438e-05,48.3406518196793,30.3379682284718,0.0122,7.500175200283878e-05,0.015255181520663186,0.015255181520663186,4.831700299709605e-05
662,2.846214031366186e-05,5.692428062732372e-05,48.36262823517586,30.342817244063287,0.0123,7.652164439379913e-05,0.015573977539647543,0.015573977539647545,4.91313459157368e-05
663,2.8975054952450698e-05,5.7950109904901395e-05,48.384567755934164,30.347665415146093,0.0127,7.806019084276301e-05,0.01589693810889115,0.01589693810889115,4.995313454726137e-05
664,2.949264139416804e-05,5.898528278833608e-05,48.40647029029719,30.352512738943933,0.0127,7.961784584574554e-05,0.016224154199140948,0.01622415419914095,5.078244266260798e-05
665,3.0015032139088933e-05,6.0030064278177866e-05,48.428335746957146,30.357359212660768,0.0127,8.119475531523399e-05,0.016555660181332078,0.016555660181332078,5.161923941653095e-05
666,3.0542173891342284e-05,6.108434778268457e-05,48.45016403495759,30.36220483350493,0.0128,8.279084676530223e-05,0.016891450213904976,0.01689145021390498,5.24634947502184e-05
667,3.10739963703293e-05,6.21479927406586e-05,48.471955063695766,30.367049598686474,0.0129,8.440607241749734e-05,0.017231522923573054,0.017231522923573054,5.3315178613743696e-05
668,3.1610464965542594e-05,6.322092993108519e-05,48.49370874292498,30.37189350540191,0.0129,8.604052225478245e-05,0.01757590224493492,0.01757590224493492,5.4174260966803526e-05
669,3.215156926991821e-05,6.430313853983642e-05,48.515424982757025,30.376736550835176,0.013,8.769427817755016e-05,0.01792461062244779,0.017924610622447792,5.504071177075613e-05
670,3.269727832197149e-05,6.539455664394298e-05,48.53710369366462,30.381578732166066,0.0132,8.936734557117217e-05,0.018277656392372145,0.018277656392372145,5.591450092392961e-05
671,3.324757433480301e-05,6.649514866960602e-05,48.55874478648386,30.38642004655854,0.0132,9.105983578753572e-05,0.01863506736586995,0.01863506736586995,5.6795598339139656e-05
672,3.3802481147356135e-05,6.760496229471227e-05,48.58034817241659,30.391260491153965,0.0132,9.277192133887823e-05,0.018996882638017076,0.018996882638017076,5.768397394416942e-05
673,3.4361971804067304e-05,6.872394360813461e-05,48.60191376303281,30.3961000630984,0.0133,9.450352744369629e-05,0.019363095790665988,0.01936309579066599,5.857959768307313e-05
674,3.4925997207688754e-05,6.985199441537751e-05,48.623441470272915,30.400938759526355,0.0133,9.625472702518409e-05,0.019733727523737598,0.0197337275237376,5.9482439522493e-05
675,3.549452907629748e-05,7.098905815259496e-05,48.64493120644999,30.40577657757462,0.0133,9.802546760444625e-05,0.02010877544044217,0.02010877544044217,6.039246945188234e-05
676,3.606749784819424e-05,7.213499569638848e-05,48.66638288425201,30.410613514384824,0.0134,9.981567401701747e-05,0.020488232893313252,0.020488232893313255,6.130965748295863e-05
677,3.664483825999785e-05,7.32896765199957e-05,48.687796416744014,30.415449567093134,0.0134,0.00010162536480214257,0.020872110403990472,0.020872110403990476,6.223397365283435e-05
678,3.722652820496371e-05,7.445305640992742e-05,48.70917171737024,30.420284732832364,0.0135,0.00010345453947626706,0.021260414965436365,0.021260414965436365,6.31653880200475e-05
679,3.781250895813869e-05,7.562501791627738e-05,48.73050869995621,30.425119008732935,0.0137,0.00010530318914947605,0.02165315196191237,0.02165315196191237,6.410387066745695e-05
680,3.840280004675398e-05,7.680560009350796e-05,48.751807278710864,30.429952391887312,0.0139,0.00010717162727614317,0.02205038609552438,0.022050386095524382,6.50493917018136e-05
681,3.899744469493166e-05,7.799488938986332e-05,48.77306736822859,30.43478487936455,0.0139,0.00010906003451311032,0.022452157718300506,0.022452157718300506,6.600192125397604e-05
682,3.959646825082621e-05,7.919293650165241e-05,48.794288883491326,30.43961646822492,0.0139,0.00011096845955614043,0.02285848293521366,0.02285848293521366,6.696142948284473e-05
683,4.019981309988645e-05,8.03996261997729e-05,48.815471739870645,30.444447155533854,0.0139,0.00011289682445545872,0.0232693544938175,0.0232693544938175,6.792788657638396e-05
684,4.0807407899739726e-05,8.161481579947945e-05,48.83661585312983,30.44927693836202,0.0139,0.00011484505132189438,0.023684765070003687,0.023684765070003687,6.890126275172042e-05
685,4.141918170933921e-05,8.283836341867842e-05,48.85772113942594,30.454105813785365,0.0141,0.00011681306232811548,0.024104707268362682,0.024104707268362682,6.988152825522772e-05
686,4.20350797048264e-05,8.40701594096528e-05,48.878787515311956,30.45893377886178,0.0141,0.00011880099100391428,0.024529212522725625,0.024529212522725625,7.086865336260805e-05
687,4.265512489018524e-05,8.531024978037048e-05,48.89981489773884,30.463760830641124,0.0142,0.00012080888057320429,0.02495829567513792,0.02495829567513792,7.18626083789743e-05
688,4.327926079619499e-05,8.655852159238997e-05,48.92080320405767,30.468586966174392,0.0143,0.0001228366907115723,0.02539195613931523,0.02539195613931523,7.286336363893381e-05
689,4.3907464492373274e-05,8.781492898474655e-05,48.94175235202175,30.4734121824931,0.0145,0.000124884568448107,0.025830227769071474,0.025830227769071474,7.387108847726814e-05
690,4.4539750941551206e-05,8.907950188310241e-05,48.96266225978877,30.47823647661009,0.0145,0.0001269526536264521,0.026273143120092317,0.026273143120092317,7.488592816851951e-05
691,4.5176125815289125e-05,9.035225163057825e-05,48.98353284592297,30.48305984552378,0.0146,0.00012904104666033376,0.026720727517502964,0.026720727517502964,7.590814493803677e-05
692,4.581655437793054e-05,9.163310875586108e-05,49.004364029397344,30.487882286233532,0.0148,0.00013114970962941946,0.02717298079566358,0.02717298079566358,7.693770550460574e-05
693,4.64610175218879e-05,9.29220350437758e-05,49.02515572959584,30.492703795708703,0.0148,0.00013327888485277866,0.027629954330830514,0.027629954330830517,7.797457662922973e-05
694,4.710955201015725e-05,9.42191040203145e-05,49.04590786631561,30.497524370910476,0.0149,0.0001354286164986029,0.028091663088583074,0.028091663088583074,7.901872547902545e-05
695,4.776211326278796e-05,9.552422652557591e-05,49.06662035976929,30.502344008793543,0.0149,0.00013759893397508158,0.028558119269199007,0.028558119269199007,8.007011940457359e-05
696,4.841867440606904e-05,9.683734881213808e-05,49.08729313058727,30.50716270631242,0.0151,0.00013978980922599744,0.029029324470076064,0.029029324470076064,8.112872594189718e-05
697,4.907916913817069e-05,9.815833827634138e-05,49.10792609981995,30.511980460422485,0.0152,0.00014200120569033558,0.02950527865162934,0.02950527865162934,8.219451273435894e-05
698,4.974358798538648e-05,9.948717597077297e-05,49.12851918894001,30.51679726804893,0.0152,0.000144233367858576,0.02998603347364645,0.02998603347364645,8.326744746422622e-05
699,5.041195814180752e-05,0.00010082391628361504,49.14907231984466,30.52161312610981,0.0154,0.00014648633108873166,0.030471602153990494,0.030471602153990494,8.434749871705517e-05
700,5.108423898480583e-05,0.00010216847796961166,49.169585414857806,30.526428031506995,0.0154,0.00014876021292647867,0.030962013003434468,0.03096201300343447,8.54346351036684e-05
701,5.1760441141902514e-05,0.00010352088228380503,49.19005839673218,30.531241981134684,0.0154,0.00015105505374374517,0.03145728014441587,0.03145728014441588,8.652882526211588e-05
702,5.244051015145728e-05,0.00010488102030291456,49.210491188651424,30.536054971893265,0.0154,0.00015337076891917104,0.031957394637947924,0.031957394637947924,8.763003785787519e-05
703,5.312437315621276e-05,0.00010624874631242552,49.23088371423215,30.54086700068931,0.0154,0.0001557072738958073,0.032462347469369206,0.032462347469369206,8.87382415819794e-05
704,5.3811957727523966e-05,0.00010762391545504793,49.25123589752581,30.545678064435645,0.0157,0.0001580644841873328,0.0329721295496037,0.0329721295496037,8.98534051548087e-05
705,5.450319903845562e-05,0.00010900639807691124,49.27154766302058,30.55048816003343,0.0157,0.00016044247810443458,0.03348676167150839,0.033486761671508394,9.097551076454909e-05
706,5.519814137066478e-05,0.00011039628274132955,49.291818935643114,30.555297284354793,0.0159,0.00016284149076075977,0.034006293509038096,0.034006293509038096,9.210483830914763e-05
707,5.589676177986952e-05,0.00011179352355973904,49.31204964076023,30.560105434273503,0.0161,0.0001652614797534375,0.03453072368099638,0.03453072368099638,9.324135418040035e-05
708,5.65990771430805e-05,0.000113198154286161,49.332239704180466,30.56491260661505,0.0161,0.0001677028546154013,0.035060133965531655,0.035060133965531655,9.438502481239408e-05
709,5.730514895740377e-05,0.00011461029791480754,49.3523890521556,30.56971879819969,0.0164,0.00017016563431627695,0.03559453437541533,0.03559453437541533,9.553581674213974e-05
710,5.80149152215486e-05,0.0001160298304430972,49.372497611382016,30.574524005834235,0.0164,0.0001726499127410482,0.03613394865557615,0.03613394865557615,9.669384964170822e-05
711,5.872841845477863e-05,0.00011745683690955726,49.392565309002066,30.579328226300206,0.0168,0.00017515589063153773,0.036678420246111336,0.036678420246111336,9.785954846114769e-05
712,5.94456542820713e-05,0.0001188913085641426,49.41259207260532,30.58413145636008,0.0168,0.00017768371243654868,0.03722798222393096,0.03722798222393096,9.903304532766541e-05
713,6.016668749130282e-05,0.00012033337498260564,49.43257783022975,30.58893369274003,0.017,0.00018023367817648472,0.03778269635619986,0.03778269635619986,0.00010021474274856407
714,6.0891498106379226e-05,0.00012178299621275845,49.452522510362876,30.593734932164672,0.017,0.00018280577344728655,0.0383425665740011,0.0383425665740011,0.00010140460144317004
715,6.162007644366945e-05,0.0001232401528873389,49.47242604194288,30.598535171339837,0.0171,0.00018540013975658237,0.0389076254763869,0.0389076254763869,0.00010260258260670262
716,6.235239612062118e-05,0.00012470479224124237,49.492288354359665,30.603334406967914,0.0171,0.00018801677965560245,0.039477880066917666,0.039477880066917666,0.00010380883868631662
717,6.308841884479643e-05,0.00012617683768959286,49.51210937745588,30.608132635752128,0.0172,0.00019065565749185994,0.04005333027194297,0.04005333027194297,0.00010502344464183506
718,6.382808015640988e-05,0.00012765616031281977,49.531889041527954,30.61292985439375,0.0173,0.00019331676306288048,0.04063398062531963,0.04063398062531963,0.00010624636154331552
719,6.457136589732644e-05,0.00012914273179465287,49.55162727732713,30.617726059577823,0.0175,0.00019600021573849564,0.04121985947310015,0.04121985947310015,0.00010747784101913574
720,6.531823432177252e-05,0.00013063646864354503,49.57132401606044,30.622521247991862,0.0176,0.00019870596543645057,0.04181096394668414,0.04181096394668414,0.00010871785780491653
721,6.606867266172179e-05,0.00013213734532344359,49.5909791893917,30.627315416299435,0.0179,0.0002014342018779149,0.042407335269247885,0.042407335269247885,0.00010996639729924531
722,6.682270275896619e-05,0.00013364540551793238,49.610592729442565,30.632108561123516,0.0179,0.00020418526501673795,0.04300904235539835,0.04300904235539835,0.00011122400236620934
723,6.758036502918639e-05,0.00013516073005837278,49.630164568793475,30.63690067907503,0.0182,0.00020695923603579054,0.04361610656672164,0.04361610656672164,0.00011249064491850735
724,6.834166669217566e-05,0.0001366833333843513,49.64969464048471,30.641691766738024,0.0183,0.0002097563305590276,0.04422857398870669,0.04422857398870669,0.0001137662838536196
725,6.910664279210971e-05,0.00013821328558421943,49.66918287801742,30.646481820676964,0.0183,0.00021257669759910627,0.044846478493810085,0.04484647849381009,0.00011505108569524393
726,6.987526534454918e-05,0.00013975053068909836,49.68862921535465,30.65127083745877,0.0187,0.00021542028692360615,0.045469817273909856,0.045469817273909856,0.00011634510402391994
727,7.064747745688074e-05,0.0001412949549137615,49.708033586922404,30.65605881362065,0.0188,0.00021828733982744725,0.04609864110978396,0.04609864110978396,0.00011764829788410503
728,7.142335319990405e-05,0.0001428467063998081,49.7273959276107,30.660845745661256,0.0191,0.00022117817720754482,0.04673301551248788,0.04673301551248789,0.0001189606265179055
729,7.220291557217976e-05,0.0001444058311443595,49.746716172774654,30.665631630065228,0.0192,0.00022409289766253147,0.04737296511184059,0.04737296511184059,0.00012028215711696179
730,7.298620895633416e-05,0.00014597241791266833,49.765994258235565,30.67041646328547,0.0195,0.00022703175990452783,0.048018544035617144,0.048018544035617144,0.00012161303818451546
731,7.377325579591544e-05,0.00014754651159183088,49.78523012028201,30.675200241739716,0.0195,0.0002299950536294799,0.04866981216342246,0.04866981216342247,0.00012295322691282048
732,7.456408475106722e-05,0.00014912816950213444,49.80442369567095,30.67998296183997,0.0196,0.00023298280157850197,0.049326780289499134,0.04932678028949914,0.00012430268186240992
733,7.535863194348506e-05,0.0001507172638869701,49.82357492162887,30.68476462000158,0.0197,0.00023599494468552482,0.049989444087692445,0.04998944408769245,0.00012566136242520676
734,7.61568667791898e-05,0.0001523137335583796,49.8426837358529,30.689545212621496,0.0197,0.0002390316209753851,0.050657835453313566,0.05065783545331357,0.00012702922802522679
735,7.695876383677748e-05,0.00015391752767355497,49.86175007651199,30.694324736101784,0.0199,0.00024209275576715409,0.05133194712449642,0.05133194712449642,0.00012840623811904633
736,7.77642460451737e-05,0.0001555284920903474,49.88077388224802,30.69910318684898,0.02,0.0002451782805024157,0.05201177287210174,0.05201177287210175,0.0001297923521962891
737,7.85732831752463e-05,0.0001571465663504926,49.89975509217707,30.7038805612477,0.0201,0.0002482883659763853,0.05269735046410552,0.05269735046410553,0.00013118754584115
738,7.93858912209443e-05,0.0001587717824418886,49.91869364589054,30.708656855661054,0.0203,0.00025142317912451835,0.05338871697017712,0.05338871697017712,0.000132592057564615
739,8.020205299887797e-05,0.00016040410599775593,49.93758948345646,30.713432066445257,0.0203,0.00025458275471800055,0.05408588512993598,0.054085885129935986,0.00013400606202116364
740,8.102175046499058e-05,0.00016204350092998115,49.9564425454207,30.718206189946713,0.0207,0.00025776715383633825,0.05478887249387359,0.05478887249387359,0.00013542959252126614
741,8.18449381011314e-05,0.0001636898762022628,49.97525277280823,30.722979222484945,0.0207,0.00026097659268962687,0.055497725123694386,0.055497725123694386,0.0001368626051380501
742,8.267168200474404e-05,0.00016534336400948809,49.99402010712446,30.72775116035692,0.021,0.0002642112475822973,0.056212481798580995,0.056212481798581,0.0001383050566810961
743,8.350196080277209e-05,0.00016700392160554417,50.01274449035649,30.732521999847215,0.0211,0.00026747120320462503,0.05693316442021204,0.05693316442021204,0.00013975690443056903
744,8.43358008778423e-05,0.0001686716017556846,50.03142586497446,30.737291737212317,0.0211,0.000270756685880177,0.057659820971208,0.057659820971208,0.00014121810601931797
745,8.517318809532582e-05,0.00017034637619065164,50.05006417393285,30.742060368709836,0.0213,0.0002740676577873799,0.05839245083733248,0.05839245083733248,0.00014268861975541477
