step,max_uncertainty,mean_uncertainty,uncertainty_spread,analytical_sigma2
101,0.9985915804039184,0.0064,0.01,0.00017135999999999999
102,0.998543618636444,0.0064,0.01,0.00017303999999999998
103,0.9984945995280224,0.006400000000000001,0.01,0.00017471999999999998
104,0.9984445138906068,0.0064,0.01,0.0001764
105,0.9983933526592107,0.0064,0.0116,0.00017807999999999998
106,0.9983411068924476,0.0064,0.0116,0.00017975999999999997
107,0.9982877677730224,0.0064,0.0116,0.00018144
108,0.9982333266081759,0.006400000000000001,0.0116,0.00018312
109,0.9981777748300825,0.0064,0.0124,0.00018479999999999997
110,0.9981211039962045,0.0064,0.0124,0.00018648
111,0.9980633057896016,0.0064,0.0124,0.00018816
112,0.9980043720191992,0.0064,0.0124,0.00018983999999999998
113,0.9979442946200148,0.006400000000000001,0.0124,0.00019151999999999996
114,0.9978830656533444,0.006400000000000001,0.0124,0.00019319999999999998
115,0.9978206773069104,0.0064,0.0124,0.00019487999999999998
116,0.9977571218949711,0.0064,0.0124,0.00019656
117,0.9976923918583939,0.0064,0.0124,0.00019823999999999997
118,0.9976264797646919,0.0064,0.0124,0.00019991999999999997
119,0.9975593783080267,0.0063999999999999994,0.0124,0.0002016
120,0.9974910803091765,0.006400000000000001,0.0124,0.00020328
121,0.9974215787154723,0.006400000000000003,0.0124,0.00020495999999999996
122,0.9973508666007009,0.006400000000000001,0.0124,0.00020663999999999996
123,0.9972789371649785,0.0064,0.0124,0.00020831999999999998
124,0.997205783734593,0.0064,0.0124,0.00020999999999999998
125,0.9971313997618176,0.006400000000000001,0.0124,0.00021167999999999995
126,0.9970557788246964,0.006400000000000001,0.0124,0.00021335999999999998
127,0.9969789146268018,0.0064,0.0124,0.00021503999999999997
128,0.9969008009969659,0.0064,0.0124,0.00021672
129,0.9968214318889859,0.0064,0.0124,0.0002184
130,0.9967408013813043,0.006400000000000001,0.0124,0.00022007999999999997
131,0.9966589036766653,0.0064,0.0124,0.00022175999999999996
132,0.9965757331017473,0.006400000000000001,0.0124,0.00022344
133,0.9964912841067726,0.006400000000000001,0.0124,0.00022511999999999999
134,0.9964055512650956,0.0064,0.0132,0.00022679999999999996
135,0.996318529272769,0.0063999999999999994,0.0132,0.00022847999999999998
136,0.9962302129480903,0.0063999999999999994,0.0132,0.00023015999999999998
137,0.9961405972311275,0.0064,0.0132,0.00023184
138,0.9960496771832258,0.0064,0.0132,0.00023351999999999997
139,0.9959574479864964,0.0063999999999999994,0.0132,0.00023519999999999997
140,0.9958639049432861,0.0063999999999999994,0.0132,0.00023688
141,0.9957690434756306,0.0064,0.0132,0.00023856
142,0.9956728591246902,0.0064,0.0132,0.00024023999999999996
143,0.9955753475501705,0.0064,0.0132,0.00024191999999999996
144,0.9954765045297264,0.006399999999999999,0.0132,0.00024359999999999999
145,0.9953763259583515,0.0064,0.0132,0.00024528
146,0.9952748078477535,0.0063999999999999994,0.0132,0.00024695999999999995
147,0.995171946325715,0.006400000000000001,0.0132,0.00024863999999999995
148,0.9950677376354417,0.0064,0.0132,0.00025032
149,0.9949621781348967,0.0063999999999999994,0.0132,0.000252
150,0.9948552642961239,0.0063999999999999994,0.0132,0.00025367999999999994
151,0.994746992704558,0.0064,0.0132,0.00025536
152,0.9946373600583246,0.0063999999999999994,0.0132,0.00025704
153,0.9945263631675283,0.0064,0.0132,0.00025872
154,0.994413998953531,0.0064,0.0132,0.00026039999999999993
155,0.99430026444822,0.0064,0.0132,0.00026208
156,0.9941851567932666,0.006399999999999998,0.0132,0.00026376
157,0.9940686732393756,0.0064,0.0132,0.00026544
158,0.9939508111455266,0.0063999999999999994,0.0132,0.00026712
159,0.9938315679782058,0.0064,0.0132,0.0002688
160,0.9937109413106312,0.0063999999999999994,0.0132,0.00027047999999999997
161,0.99358892882197,0.0064,0.0132,0.00027215999999999997
162,0.9934655282965484,0.0063999999999999994,0.0132,0.00027383999999999997
163,0.9933407376230553,0.006400000000000001,0.0132,0.00027551999999999996
164,0.9932145547937391,0.0064,0.0132,0.00027719999999999996
165,0.9930869779035992,0.006399999999999999,0.0132,0.00027887999999999996
166,0.9929580051495713,0.0064,0.0132,0.00028056
167,0.9928276348297072,0.0063999999999999994,0.0132,0.00028223999999999995
168,0.9926958653423502,0.0063999999999999994,0.0132,0.00028391999999999995
169,0.9925626951853059,0.0063999999999999994,0.0132,0.0002856
170,0.9924281229550077,0.006399999999999999,0.0132,0.00028728
171,0.9922921473456793,0.0063999999999999994,0.0132,0.00028895999999999994
172,0.9921547671484929,0.0063999999999999994,0.0132,0.00029063999999999994
173,0.9920159812507244,0.0063999999999999994,0.0132,0.00029232
174,0.9918757886349047,0.006399999999999999,0.0132,0.000294
175,0.9917341883779685,0.0064,0.0132,0.00029567999999999993
176,0.991591179650401,0.0064,0.0132,0.00029736
177,0.9914467617153815,0.0063999999999999994,0.0132,0.00029904
178,0.9913009339279251,0.0063999999999999994,0.0132,0.00030072
179,0.9911536957340225,0.0064,0.0132,0.0003024
180,0.9910050466697784,0.0063999999999999994,0.0132,0.00030408
181,0.9908549863605488,0.006399999999999999,0.0132,0.00030575999999999997
182,0.9907035145200761,0.0063999999999999994,0.0132,0.00030743999999999997
183,0.9905506309496243,0.0063999999999999994,0.0132,0.00030911999999999997
184,0.9903963355371129,0.0063999999999999994,0.0132,0.00031079999999999997
185,0.9902406282562513,0.006399999999999999,0.0132,0.00031247999999999996
186,0.9900835091656709,0.006399999999999999,0.0132,0.00031415999999999996
187,0.9899249784080598,0.0063999999999999994,0.0132,0.00031583999999999996
188,0.9897650362092951,0.0063999999999999994,0.0132,0.00031751999999999996
189,0.9896036828775774,0.0063999999999999994,0.0132,0.00031919999999999995
190,0.9894409188025642,0.0064,0.0132,0.00032088
191,0.9892767444545056,0.006400000000000001,0.0132,0.00032256
192,0.9891111603833795,0.0063999999999999994,0.0132,0.00032423999999999994
193,0.9889441672180285,0.0063999999999999994,0.0132,0.00032591999999999994
194,0.9887757656652977,0.006399999999999999,0.0132,0.0003276
195,0.9886059565091742,0.0064,0.0132,0.00032928
196,0.9884347406099275,0.0063999999999999994,0.0132,0.00033095999999999993
197,0.9882621189032524,0.0064,0.0132,0.00033264
198,0.9880880923994126,0.0064,0.0132,0.00033432
199,0.9879126621823872,0.0063999999999999994,0.0132,0.000336
200,0.9877358294090186,0.0063999999999999994,0.0132,0.00033768
201,0.9875575953081633,0.0063999999999999994,0.0132,0.00033936
202,0.9873779611798446,0.006400000000000001,0.0132,0.00034104
203,0.9871969283944071,0.0064,0.0132,0.00034271999999999997
204,0.9870144983916757,0.0064,0.0132,0.00034439999999999997
205,0.9868306726801148,0.006399999999999999,0.0132,0.00034607999999999997
206,0.9866454528359928,0.0063999999999999994,0.0132,0.00034775999999999996
207,0.9864588405025474,0.0063999999999999994,0.0132,0.00034943999999999996
208,0.9862708373891554,0.0063999999999999994,0.0132,0.00035111999999999996
209,0.986081445270505,0.0064,0.0132,0.0003528
210,0.9858906659857712,0.0064,0.0132,0.00035447999999999995
211,0.9856985014377954,0.006400000000000001,0.0132,0.00035615999999999995
212,0.9855049535922669,0.0064,0.0132,0.00035784
213,0.9853100244769096,0.0064,0.0132,0.00035951999999999995
214,0.9851137161806715,0.0064,0.0132,0.00036119999999999994
215,0.9849160308529171,0.006399999999999999,0.0132,0.00036288
216,0.9847169707026258,0.0064,0.0132,0.00036455999999999994
217,0.9845165379975912,0.0063999999999999994,0.0132,0.00036624
218,0.984314735063627,0.0064,0.0132,0.00036792
219,0.9841115642837752,0.0063999999999999994,0.0132,0.00036959999999999993
220,0.9839070280975194,0.0063999999999999994,0.0132,0.00037128
221,0.9837011290000011,0.0064,0.0132,0.00037296
222,0.9834938695412413,0.0063999999999999994,0.0132,0.0003746399999999999
223,0.983285252325366,0.0064,0.0132,0.00037632
224,0.9830752800098357,0.0064,0.0132,0.0003779999999999999
225,0.9828639553046793,0.0064,0.0132,0.00037967999999999997
226,0.9826512809717332,0.0063999999999999994,0.0132,0.00038135999999999997
227,0.9824372598238837,0.0063999999999999994,0.0132,0.0003830399999999999
228,0.9822218947243152,0.0064,0.0132,0.00038471999999999996
229,0.9820051885857616,0.0063999999999999994,0.0132,0.00038639999999999996
230,0.9817871443697634,0.0063999999999999994,0.0132,0.00038808
231,0.9815677650859292,0.0064,0.0132,0.00038975999999999995
232,0.9813470537912015,0.006399999999999999,0.0132,0.00039143999999999995
233,0.9811250135891276,0.006400000000000001,0.0132,0.00039312
234,0.9809016476291356,0.006399999999999999,0.0132,0.00039479999999999995
235,0.9806769591058142,0.006399999999999999,0.0132,0.00039647999999999994
236,0.9804509512581986,0.0064,0.0132,0.00039816
237,0.9802236273690602,0.0064,0.0132,0.00039983999999999994
238,0.9799949907642018,0.006399999999999999,0.0132,0.00040152
239,0.9797650448117577,0.0063999999999999994,0.0132,0.0004032
240,0.9795337929214987,0.0064,0.0132,0.00040487999999999993
241,0.9793012385441415,0.006399999999999999,0.0132,0.00040656
242,0.9790673851706646,0.0063999999999999994,0.0132,0.00040824
243,0.9788322363316274,0.0063999999999999994,0.0132,0.0004099199999999999
244,0.9785957955964957,0.0064,0.0132,0.0004116
245,0.9783580665729714,0.0063999999999999994,0.0132,0.0004132799999999999
246,0.9781190529063283,0.006399999999999999,0.0132,0.00041495999999999997
247,0.9778787582787516,0.006399999999999999,0.0132,0.00041663999999999997
248,0.9776371864086838,0.0063999999999999994,0.0132,0.0004183199999999999
249,0.977394341050175,0.0064,0.0132,0.00041999999999999996
250,0.9771502259922383,0.0063999999999999994,0.0132,0.00042167999999999996
251,0.9769048450582112,0.006399999999999999,0.0132,0.0004233599999999999
252,0.9766582021051206,0.0063999999999999994,0.0132,0.00042503999999999996
253,0.9764103010230544,0.0064,0.0132,0.00042671999999999995
254,0.9761611457345378,0.0064,0.0132,0.0004284
255,0.9759107401939144,0.0063999999999999994,0.0132,0.00043007999999999995
256,0.9756590883867329,0.0064,0.0132,0.00043175999999999995
257,0.9754061943291383,0.0064,0.0132,0.00043344
258,0.9751520620672697,0.0063999999999999994,0.0132,0.00043511999999999994
259,0.9748966956766615,0.006399999999999999,0.014,0.0004368
260,0.974640099261651,0.0063999999999999994,0.014,0.00043848
261,0.9743822769547906,0.006399999999999998,0.014,0.00044015999999999993
262,0.9741232329162657,0.0063999999999999994,0.014,0.00044184
263,0.9738629713333167,0.0063999999999999994,0.014,0.00044351999999999993
264,0.9736014964196674,0.006399999999999998,0.014,0.0004451999999999999
265,0.973338812414958,0.0064,0.014,0.00044688
266,0.9730749235841827,0.0063999999999999994,0.014,0.0004485599999999999
267,0.9728098342171334,0.006399999999999999,0.014,0.00045023999999999997
268,0.972543548627848,0.006399999999999999,0.014,0.00045191999999999997
269,0.9722760711540636,0.0063999999999999994,0.014,0.0004535999999999999
270,0.9720074061566755,0.0063999999999999994,0.014,0.00045527999999999996
271,0.9717375580192006,0.0063999999999999994,0.014,0.00045695999999999996
272,0.9714665311472461,0.006399999999999998,0.014,0.0004586399999999999
273,0.9711943299679836,0.006399999999999999,0.014,0.00046031999999999996
274,0.9709209589296277,0.0063999999999999994,0.014,0.00046199999999999995
275,0.9706464225009199,0.006399999999999999,0.014,0.00046368
276,0.9703707251706178,0.006399999999999999,0.014,0.00046535999999999995
277,0.9700938714469888,0.006399999999999999,0.014,0.00046703999999999995
278,0.969815865857309,0.006399999999999998,0.014,0.00046872
279,0.9695367129473671,0.006399999999999999,0.014,0.00047039999999999994
280,0.9692564172809737,0.006399999999999998,0.014,0.00047207999999999994
281,0.9689749834394745,0.006399999999999999,0.014,0.00047376
282,0.9686924160212695,0.0063999999999999994,0.014,0.00047543999999999993
283,0.9684087196413363,0.006399999999999999,0.014,0.00047712
284,0.9681238989307588,0.006399999999999999,0.014,0.00047879999999999993
285,0.9678379585362605,0.006399999999999999,0.014,0.0004804799999999999
286,0.967550903119743,0.0064,0.014,0.00048216
287,0.9672627373578288,0.0063999999999999994,0.0148,0.0004838399999999999
288,0.9669734659414089,0.0063999999999999994,0.0148,0.00048551999999999997
289,0.9666830935751962,0.006399999999999999,0.0148,0.00048719999999999997
290,0.9663916249772825,0.006399999999999999,0.0148,0.0004888799999999999
291,0.9660990648787003,0.006399999999999998,0.0148,0.00049056
292,0.9658054180229905,0.006399999999999999,0.0148,0.0004922399999999999
293,0.965510689165773,0.006399999999999999,0.0148,0.0004939199999999999
294,0.9652148830743238,0.0063999999999999994,0.0156,0.0004956
295,0.9649180045271555,0.006399999999999999,0.0156,0.0004972799999999999
296,0.9646200583136025,0.006399999999999998,0.0156,0.00049896
297,0.9643210492334119,0.0063999999999999994,0.0156,0.00050064
298,0.9640209820963374,0.006399999999999999,0.0156,0.0005023199999999999
299,0.9637198617217387,0.0063999999999999994,0.0156,0.000504
300,0.9634176929381859,0.006399999999999999,0.0156,0.00050568
301,0.9631144805830669,0.006399999999999999,0.0156,0.0005073599999999999
302,0.9628102295022006,0.006399999999999999,0.0156,0.00050904
303,0.962504944549454,0.0063999999999999994,0.0156,0.00051072
304,0.9621986305863636,0.006399999999999999,0.0156,0.0005124
305,0.9618912924817616,0.006399999999999998,0.0156,0.00051408
306,0.9615829351114065,0.006399999999999999,0.0156,0.0005157599999999999
307,0.961273563357617,0.006399999999999998,0.0156,0.00051744
308,0.9609631821089122,0.006399999999999998,0.0156,0.00051912
309,0.9606517962596537,0.006399999999999998,0.0156,0.0005207999999999999
310,0.9603394107096941,0.006399999999999998,0.0156,0.00052248
311,0.9600260303640281,0.006399999999999998,0.0156,0.00052416
312,0.9597116601324492,0.006399999999999998,0.0156,0.00052584
313,0.9593963049292094,0.006399999999999999,0.0156,0.00052752
314,0.9590799696726834,0.0063999999999999994,0.0156,0.0005292
315,0.9587626592850378,0.006399999999999998,0.0156,0.00053088
316,0.9584443786919028,0.006399999999999999,0.0156,0.00053256
317,0.9581251328220496,0.006399999999999998,0.0156,0.00053424
318,0.9578049266070704,0.006399999999999999,0.0156,0.00053592
319,0.9574837649810635,0.0063999999999999994,0.0156,0.0005376
320,0.9571616528803216,0.006399999999999999,0.0156,0.00053928
321,0.9568385952430251,0.006399999999999998,0.0164,0.0005409599999999999
322,0.9565145970089377,0.006399999999999999,0.0164,0.0005426399999999999
323,0.9561896631191076,0.006399999999999999,0.0164,0.0005443199999999999
324,0.9558637985155712,0.006399999999999998,0.0164,0.0005459999999999999
325,0.955537008141062,0.006399999999999999,0.0164,0.0005476799999999999
326,0.9552092969387218,0.006399999999999999,0.0164,0.0005493599999999999
327,0.9548806698518167,0.006399999999999999,0.0164,0.0005510399999999999
328,0.9545511318234567,0.006399999999999998,0.0164,0.0005527199999999999
329,0.954220687796319,0.006399999999999999,0.0164,0.0005543999999999999
330,0.9538893427123744,0.006399999999999998,0.0164,0.0005560799999999999
331,0.9535571015126184,0.006399999999999998,0.0164,0.0005577599999999999
332,0.9532239691368054,0.006399999999999999,0.0164,0.0005594399999999999
333,0.9528899505231861,0.006399999999999998,0.0164,0.00056112
334,0.9525550506082494,0.006399999999999998,0.0164,0.0005627999999999999
335,0.9522192743264669,0.006399999999999998,0.0164,0.0005644799999999999
336,0.9518826266100419,0.006399999999999999,0.0164,0.00056616
337,0.9515451123886607,0.006399999999999999,0.0164,0.0005678399999999999
338,0.9512067365892488,0.006399999999999998,0.0164,0.0005695199999999999
339,0.9508675041357292,0.006399999999999998,0.0164,0.0005712
340,0.950527419948785,0.006399999999999999,0.0164,0.0005728799999999999
341,0.950186488945625,0.006399999999999997,0.0164,0.00057456
342,0.9498447160397525,0.006399999999999998,0.0164,0.00057624
343,0.9495021061407382,0.006399999999999997,0.0164,0.0005779199999999999
344,0.9491586641539952,0.006399999999999998,0.0164,0.0005796
345,0.9488143949805584,0.006399999999999999,0.0164,0.0005812799999999999
346,0.9484693035168664,0.006399999999999998,0.0164,0.0005829599999999999
347,0.948123394654547,0.0063999999999999994,0.0164,0.00058464
348,0.9477766732802055,0.006399999999999999,0.0164,0.0005863199999999999
349,0.9474291442752169,0.006399999999999998,0.0164,0.000588
350,0.9470808125155199,0.006399999999999999,0.0164,0.00058968
351,0.9467316828714158,0.006399999999999998,0.0164,0.0005913599999999999
352,0.946381760207369,0.006399999999999998,0.0164,0.00059304
353,0.9460310493818107,0.006399999999999998,0.0164,0.00059472
354,0.9456795552469468,0.006399999999999997,0.0164,0.0005964
355,0.9453272826485672,0.006399999999999999,0.0164,0.00059808
356,0.9449742364258593,0.006399999999999999,0.0164,0.00059976
357,0.9446204214112236,0.006399999999999997,0.0164,0.00060144
358,0.9442658424300927,0.006399999999999997,0.0164,0.00060312
359,0.9439105043007531,0.006399999999999998,0.0164,0.0006048
360,0.9435544118341697,0.006399999999999998,0.0164,0.00060648
361,0.9431975698338132,0.006399999999999998,0.0164,0.00060816
362,0.9428399830954906,0.006399999999999998,0.0164,0.00060984
363,0.9424816564071775,0.006399999999999998,0.0164,0.0006115199999999999
364,0.9421225945488546,0.006399999999999998,0.0164,0.0006131999999999999
365,0.9417628022923458,0.006399999999999999,0.0164,0.0006148799999999999
366,0.9414022844011593,0.006399999999999998,0.0164,0.0006165599999999999
367,0.9410410456303313,0.006399999999999999,0.0164,0.0006182399999999999
368,0.9406790907262731,0.006399999999999997,0.0164,0.0006199199999999999
369,0.9403164244266193,0.006399999999999999,0.0164,0.0006215999999999999
370,0.9399530514600801,0.006399999999999999,0.0164,0.0006232799999999999
371,0.9395889765462953,0.006399999999999998,0.0164,0.0006249599999999999
372,0.9392242043956909,0.006399999999999998,0.0164,0.0006266399999999999
373,0.9388587397093389,0.006399999999999998,0.0164,0.0006283199999999999
374,0.9384925871788183,0.0063999999999999994,0.0164,0.0006299999999999999
375,0.9381257514860804,0.006399999999999999,0.0164,0.0006316799999999999
376,0.9377582373033141,0.006399999999999997,0.0164,0.0006333599999999999
377,0.9373900492928163,0.006399999999999998,0.0164,0.0006350399999999999
378,0.9370211921068627,0.006399999999999998,0.0164,0.00063672
379,0.9366516703875817,0.006399999999999998,0.0164,0.0006383999999999999
380,0.9362814887668304,0.006399999999999998,0.0164,0.0006400799999999999
381,0.9359106518660737,0.006399999999999998,0.0164,0.00064176
382,0.9355391642962647,0.006399999999999999,0.0164,0.0006434399999999999
383,0.9351670306577277,0.006399999999999997,0.0164,0.00064512
384,0.9347942555400434,0.006399999999999998,0.0164,0.0006467999999999999
385,0.934420843521937,0.006399999999999999,0.0164,0.0006484799999999999
386,0.9340467991711674,0.006399999999999998,0.0164,0.00065016
387,0.9336721270444193,0.006399999999999997,0.0164,0.0006518399999999999
388,0.9332968316871969,0.006399999999999998,0.0164,0.0006535199999999999
389,0.9329209176337209,0.006399999999999997,0.0164,0.0006552
390,0.9325443894068257,0.006399999999999998,0.0164,0.0006568799999999999
391,0.9321672515178608,0.006399999999999999,0.0164,0.00065856
392,0.9317895084665925,0.006399999999999998,0.0164,0.00066024
393,0.9314111647411085,0.006399999999999998,0.0164,0.0006619199999999999
394,0.9310322248177247,0.006399999999999997,0.0164,0.0006636
395,0.9306526931608934,0.006399999999999998,0.0164,0.00066528
396,0.9302725742231136,0.006399999999999998,0.0164,0.0006669599999999999
397,0.9298918724448438,0.006399999999999999,0.0164,0.00066864
398,0.929510592254416,0.006399999999999998,0.0164,0.00067032
399,0.929128738067952,0.006399999999999997,0.0164,0.000672
400,0.9287463142892816,0.006399999999999999,0.0172,0.00067368
401,0.9283633253098622,0.006399999999999998,0.0172,0.00067536
402,0.9279797755087013,0.006399999999999998,0.0172,0.00067704
403,0.9275956692522793,0.006399999999999999,0.0172,0.00067872
404,0.9272110108944757,0.006399999999999998,0.0172,0.0006804
405,0.9268258047764957,0.006399999999999997,0.0172,0.00068208
406,0.9264400552267996,0.006399999999999998,0.0172,0.0006837599999999999
407,0.9260537665610334,0.006399999999999998,0.0172,0.0006854399999999999
408,0.9256669430819611,0.006399999999999997,0.0172,0.0006871199999999999
409,0.9252795890793986,0.006399999999999999,0.0172,0.0006887999999999999
410,0.9248917088301501,0.006399999999999998,0.0172,0.0006904799999999999
411,0.9245033065979456,0.006399999999999998,0.0172,0.0006921599999999999
412,0.9241143866333789,0.006399999999999998,0.0172,0.0006938399999999999
413,0.9237249531738496,0.006399999999999999,0.0172,0.0006955199999999999
414,0.9233350104435049,0.006399999999999998,0.0172,0.0006971999999999999
415,0.9229445626531833,0.006399999999999998,0.0172,0.0006988799999999999
416,0.9225536140003605,0.006399999999999997,0.0172,0.0007005599999999999
417,0.9221621686690963,0.006399999999999998,0.0172,0.0007022399999999999
418,0.9217702308299828,0.006399999999999997,0.0172,0.0007039199999999999
419,0.9213778046400948,0.006399999999999997,0.0172,0.0007056
420,0.9209848942429414,0.006399999999999998,0.0172,0.00070728
421,0.9205915037684186,0.006399999999999997,0.0172,0.0007089599999999999
422,0.9201976373327642,0.006399999999999998,0.0172,0.0007106399999999999
423,0.9198032990385134,0.006399999999999998,0.0172,0.0007123199999999999
424,0.9194084929744565,0.006399999999999998,0.0172,0.000714
425,0.9190132232155969,0.006399999999999999,0.0172,0.00071568
426,0.9186174938231118,0.006399999999999998,0.0172,0.0007173599999999999
427,0.9182213088443136,0.006399999999999998,0.0172,0.0007190399999999999
428,0.9178246723126127,0.006399999999999997,0.0172,0.0007207199999999999
429,0.917427588247481,0.006399999999999998,0.0172,0.0007223999999999999
430,0.9170300606544186,0.006399999999999997,0.0172,0.00072408
