step,mse_to_target,mean_control,smoothness,total_variation,max_field,energy_proxy
96,0.009519423377531465,0.03761288602659902,0.9586363686024783,0.017693536485442158,0.14939080423658224,0.03761288602659903
97,0.00949804315559933,0.03759412278033139,0.9461226435281206,0.017528788533008065,0.15017824802204655,0.03759412278033139
98,0.009476733168931184,0.03757537979836972,0.9338725565980607,0.01736627535840333,0.15096597125344896,0.03757537979836972
99,0.00945549277874673,0.03755665705882857,0.9218805422156628,0.01720585084842726,0.15175395613120893,0.03755665705882857
100,0.009434321359874874,0.037537954539846125,0.9101411681105623,0.017047574456142016,0.15254218515745463,0.037537954539846125
101,0.009413218300388286,0.03751927221958417,0.8986491318649853,0.01689148909536918,0.1533306411308644,0.03751927221958418
102,0.009392183001248569,0.037500610076228104,0.8873992575362747,0.016737659444718434,0.1541193071415958,0.037500610076228104
103,0.00937121487596178,0.03748196808798687,0.8763864923728301,0.01658600232328771,0.15490816656630121,0.03748196808798687
104,0.00935031335024397,0.037463346233092935,0.8656059036207474,0.0164362298218877,0.15569720306322812,0.037463346233092935
105,0.009329477861696413,0.03744474448980228,0.8550526754185311,0.01628837215817977,0.15648640056740293,0.03744474448980228
106,0.009308707859490277,0.037426162836394376,0.8447221057773321,0.016142526840804496,0.15727574328589697,0.037426162836394376
107,0.00928800280406037,0.03740760125117216,0.8346096036442313,0.01599863588467703,0.1580652156931731,0.03740760125117216
108,0.00926736216680777,0.03738905971246198,0.8247106860461787,0.015856739088493534,0.15885480252651185,0.03738905971246199
109,0.009246785429810995,0.03737053819861361,0.8150209753122546,0.01571666178059136,0.15964448878151544,0.03737053819861361
110,0.009226272085545483,0.0373520366880002,0.8055361963720016,0.015578566524504848,0.1604342597076888,0.0373520366880002
111,0.009205821636611164,0.03733355515901824,0.7962521741276335,0.015442502732791259,0.16122410080409585,0.03733355515901825
112,0.009185433595467803,0.03731509359008759,0.7871648308980012,0.015308281832380564,0.1620139978150903,0.03731509359008759
113,0.009165107484177917,0.03729665195965138,0.7782701839322548,0.015175848961201967,0.16280393672611915,0.03729665195965138
114,0.009144842834157067,0.03727823024617604,0.7695643429912039,0.015045285581850233,0.1635939037595982,0.03727823024617605
115,0.00912463918593124,0.037259828428151266,0.7610435079944348,0.014916610311611286,0.16438388537085807,0.03725982842815127
116,0.009104496088901157,0.037241446484089946,0.7527039667313075,0.014789643164495853,0.16517386824415958,0.03724144648408995
117,0.009084413101113265,0.03722308439252821,0.744542092634007,0.014664437877130806,0.1659638392887775,0.037223084392528215
118,0.009064389789037218,0.037204742132025376,0.736554342610875,0.014541153270492754,0.1667537856351513,0.037204742132025376
119,0.009044425727349687,0.03718641968116387,0.7287372549383092,0.014419667397631696,0.167543694631102,0.037186419681163874
120,0.009024520498724244,0.0371681170185493,0.7210874472095591,0.014299865521602789,0.16833355383811371,0.0371681170185493
121,0.009004673693627186,0.037149834122810366,0.7136016143388033,0.014181663171755274,0.1691233510276793,0.037149834122810366
122,0.008984884910119124,0.03713157097259882,0.7062765266189399,0.014064980463585206,0.16991307417770846,0.03713157097259882
123,0.008965153753662117,0.0371133275465895,0.6991090278315623,0.013949859906376136,0.17070271146899763,0.0371133275465895
124,0.008945479836932241,0.03709510382348026,0.6920960334076494,0.013836330348620834,0.1714922512817606,0.03709510382348027
125,0.008925862779637393,0.03707689978199199,0.6852345286375296,0.013724293470004029,0.1722816821922186,0.03707689978199199
126,0.008906302208340194,0.037058715400868525,0.67852156692873,0.01361358337944053,0.1730709929692491,0.03705871540086853
127,0.008886797756285822,0.03704055065887668,0.6719542681103604,0.013504273014255861,0.17386017257109235,0.03704055065887668
128,0.008867349063234659,0.03702240553480618,0.665529816782719,0.013396432743467251,0.17464921014211443,0.03702240553480618
129,0.008847955775299548,0.03700428000746967,0.6592454607108476,0.013290010640007732,0.17543809500962612,0.03700428000746968
130,0.008828617544787625,0.036986174055702696,0.6530985092608028,0.013184857176488358,0.17622681668075652,0.036986174055702696
131,0.008809334030046467,0.03696808765836362,0.6470863318774435,0.013080984614029833,0.1770153648393806,0.03696808765836362
132,0.008790104895314538,0.036950020794333675,0.6412063566025694,0.012978550780908999,0.17780372934309963,0.036950020794333675
133,0.008770929810575732,0.036931973442516884,0.6354560686322833,0.012877589456652318,0.17859190022027369,0.03693197344251689
134,0.008751808451417932,0.03691394558184005,0.629833008912479,0.01277800763535187,0.17937986766710545,0.03691394558184005
135,0.008732740498895459,0.03689593719125275,0.6243347727713902,0.012679823357410329,0.18016762204477416,0.03689593719125276
136,0.008713725639395271,0.03687794824972729,0.6189590085881693,0.01258308754244174,0.18095515387661923,0.036877948249727295
137,0.008694763564506857,0.03685997873625867,0.6137034164964884,0.012487743588943227,0.18174245384537233,0.03685997873625867
138,0.00867585397089566,0.0368420286298646,0.6085657471221928,0.012393648137416032,0.1825295127904374,0.0368420286298646
139,0.008656996560179955,0.03682409790958543,0.6035438003540577,0.012300712322093996,0.18331632170521767,0.036824097909585435
140,0.00863819103881108,0.036806186554484165,0.5986354241467327,0.01220887410775489,0.18410287173448886,0.03680618655448417
141,0.008619437117956933,0.03678829454364641,0.5938385133549802,0.012118151254988092,0.18488915417181784,0.03678829454364641
142,0.008600734513388594,0.03677042185618036,0.5891510085983427,0.012028633070967541,0.18567516045702587,0.03677042185618036
143,0.008582082945370051,0.03675256847121678,0.5845708951553991,0.01194030181226578,0.18646088217369589,0.03675256847121678
144,0.008563482138550868,0.036734734367908944,0.5800962018867918,0.011853133891491832,0.1872463110467229,0.03673473436790895
145,0.008544931821861775,0.0367169195254327,0.5757250001862337,0.011767086410088532,0.18803143893990676,0.0367169195254327
146,0.008526431728413051,0.03669912392298631,0.5714554029587233,0.011682053620096167,0.18881625785358672,0.03669912392298631
147,0.008507981595395632,0.036681347539790576,0.5672855636252215,0.011598074982584498,0.18960075992231698,0.03668134753979058
148,0.008489581163984872,0.0366635903550887,0.563213675153064,0.01151523845714146,0.1903849374125825,0.0366635903550887
149,0.008471230179246876,0.03664585234814628,0.5592379691114022,0.011433539029312018,0.1911687827205545,0.03664585234814628
150,0.00845292839004733,0.03662813349825137,0.5553567147509901,0.01135289120452019,0.1919522883698848,0.03662813349825138
151,0.008434675548962762,0.03661043378471435,0.5515682181076487,0.011273254734467456,0.19273544700953857,0.03661043378471435
152,0.008416471412194154,0.03659275318686794,0.5478708211287651,0.011194666258291132,0.19351825141166473,0.03659275318686794
153,0.008398315739482855,0.0365750916840672,0.5442629008221948,0.01111709643679373,0.19430069446950318,0.03657509168406721
154,0.008380208294028704,0.0365574492556895,0.5407428684269611,0.011040567532099928,0.19508276919532852,0.03655744925568951
155,0.008362148842410327,0.03653982588113445,0.537309168605155,0.010965222086679431,0.19586446871842947,0.03653982588113445
156,0.00834413715450753,0.03652222153982391,0.5339602786544637,0.010890895875740268,0.19664578628312346,0.03652222153982391
157,0.008326173003425733,0.036504636211201986,0.5306947077407659,0.01081749500964468,0.19742671524680575,0.03650463621120199
158,0.008308256165422391,0.036487069874734976,0.5275109961502527,0.010745011711288176,0.19820724907803242,0.036487069874734976
159,0.008290386419835333,0.036469522509911353,0.5244077145605444,0.010673455762519025,0.19898738135463684,0.036469522509911353
160,0.008272563549012981,0.03645199409624174,0.5213834633302913,0.010602806368366285,0.19976710576187878,0.03645199409624174
161,0.008254787338246394,0.036434484613258884,0.5184368718067605,0.010533086678394785,0.20054641609062596,0.036434484613258884
162,0.008237057575703062,0.03641699404051765,0.5155665976509236,0.010464278965925507,0.20132530623556705,0.03641699404051765
163,0.008219374052362442,0.03639952235759498,0.5127713261795764,0.010396318140898007,0.202103770193456,0.036399522357594985
164,0.008201736561953148,0.036382069544089866,0.5100497697240302,0.010329228296001983,0.20288180206138684,0.036382069544089866
165,0.008184144900891779,0.03636463557962333,0.5074006670049344,0.010263013490675784,0.20365939603509867,0.03636463557962333
166,0.008166598868223306,0.036347220443838424,0.5048227825227959,0.010197644955756797,0.2044365464073101,0.03634722044383843
167,0.00814909826556302,0.03632982411640017,0.502314905963777,0.01013306711433359,0.20521324756608283,0.03632982411640017
168,0.008131642897039956,0.036312446576995554,0.4998758516203624,0.010069235727846935,0.20598949399321378,0.036312446576995554
169,0.008114232569241762,0.03629508780533348,0.4975044578265004,0.010006173107221059,0.20676528026265523,0.036295087805333484
170,0.008096867091161003,0.03627774778114481,0.4951995864068338,0.009943852463062685,0.2075406010389626,0.03627774778114481
171,0.008079546274142806,0.036260426484182255,0.4929601221396428,0.009882315739639016,0.20831545107576932,0.036260426484182255
172,0.008062269931833857,0.03624312389422042,0.4907849722331393,0.009821515411571259,0.20908982521428834,0.03624312389422042
173,0.008045037880132704,0.03622583999105576,0.4886730658147571,0.009761437644557065,0.20986371838183981,0.03622583999105576
174,0.0080278499371413,0.0362085747545065,0.48662335343309404,0.009702111562230636,0.21063712559040457,0.0362085747545065
175,0.00801070592311777,0.03619132816441272,0.48463480657217206,0.009643478976306588,0.2114100419352028,0.03619132816441272
176,0.007993605660430404,0.036174100200636244,0.48270641717769047,0.00958558681238637,0.2121824625932976,0.03617410020063625
177,0.007976548973512777,0.036156890843060646,0.48083719719495577,0.0095284497077253,0.21295438282222304,0.03615689084306065
178,0.00795953568882001,0.03613970007159123,0.479026178118181,0.009472019344661551,0.21372579795863614,0.03613970007159124
179,0.007942565634786125,0.036122527866154996,0.4772724105508556,0.009416267166211655,0.21449670341699242,0.036122527866154996
180,0.007925638641782482,0.03610537420670063,0.4755749637768967,0.009361214833133367,0.2152670946882447,0.03610537420670063
181,0.007908754542077234,0.03608823907319849,0.4739329253422963,0.009306850602209201,0.21603696733856464,0.03608823907319849
182,0.007891913169795803,0.03607112244564052,0.47234540064699465,0.009253118265456182,0.21680631700808667,0.03607112244564052
183,0.007875114360882342,0.03605402430404031,0.47081151254670767,0.009200094624929735,0.21757513940967396,0.03605402430404031
184,0.007858357953062148,0.03603694462843304,0.4693304009644512,0.009147763399698767,0.2183434303277059,0.03603694462843304
185,0.007841643785805012,0.03601988339887542,0.4679012225115105,0.009096032361193641,0.21911118561688692,0.03601988339887542
186,0.007824971700289464,0.03600284059544572,0.4665231501176076,0.009044896244571221,0.21987840120107616,0.03600284059544572
187,0.0078083415393679105,0.03598581619824373,0.4651953726700278,0.008994349843406805,0.22064507307213768,0.03598581619824373
188,0.0077917531475326296,0.03596881018739071,0.4639170946614743,0.008944458954094356,0.2214111972888107,0.03596881018739071
189,0.00777520637088259,0.035951822543029414,0.4626875358464241,0.008895177180890727,0.22217676997559985,0.035951822543029414
190,0.007758701057091086,0.035934853245324035,0.4615059309057646,0.00884649485821795,0.22294178732168465,0.035934853245324035
191,0.007742237055374186,0.035917902274460164,0.4603715291194997,0.008798396065091245,0.2237062455798483,0.035917902274460164
192,0.007725814216459902,0.035900969610644845,0.4592835940473141,0.00875084547615697,0.22447014106542523,0.035900969610644845
193,0.007709432392558164,0.03588405523410644,0.45824140321679696,0.008703818058563274,0.22523347015526698,0.03588405523410644
194,0.007693091437331485,0.03586715912509469,0.4572442478191253,0.008657376717535399,0.22599622928672636,0.03586715912509469
195,0.007676791205866341,0.03585028126388067,0.4562914324120171,0.00861147239846707,0.2267584149566594,0.03585028126388067
196,0.007660531554645273,0.03583342163075677,0.45538227462976766,0.008566099803886097,0.22752002372044483,0.03583342163075677
197,0.007644312341519604,0.03581658020603663,0.4545161049001887,0.00852137400204684,0.22828105219102068,0.03581658020603663
198,0.00762813342568288,0.035799756970055205,0.4536922661682725,0.008477237474077354,0.22904149703793794,0.035799756970055205
199,0.007611994667644892,0.03578295190316863,0.4529101136264106,0.008433661061575129,0.22980135498643064,0.03578295190316863
200,0.007595895929206351,0.03576616498575429,0.45216901445099955,0.008390620511262208,0.23056062281650253,0.035766164985754294
201,0.007579837073434157,0.03574939619821077,0.4514683475452727,0.00834809534836504,0.2313192973620294,0.03574939619821077
202,0.007563817964637253,0.03573264552095779,0.4508075032881983,0.008306028821072415,0.2320773755098777,0.03573264552095779
203,0.007547838468343066,0.035715912934436246,0.45018588328928955,0.008264423096796156,0.232834854199038,0.035715912934436246
204,0.007531898451274504,0.03569919841910814,0.44960290014918153,0.008223350955727099,0.2335917304197742,0.03569919841910814
205,0.0075159977813274706,0.03568250195545659,0.44905797722582275,0.008182882110888743,0.2343480012127875,0.03568250195545659
206,0.007500136327548957,0.035665823523985785,0.448550548406145,0.008142927995040197,0.2351036636683949,0.035665823523985785
207,0.007484313960115605,0.03564916310522097,0.44808005788307037,0.008103477518071334,0.23585871492572238,0.03564916310522097
208,0.007468530550312814,0.035632520679708415,0.44764595993772327,0.008064504168577022,0.236613152171912,0.035632520679708415
209,0.007452785970514289,0.03561589622801543,0.447247718726715,0.008025965189488856,0.2373669726413432,0.03561589622801543
210,0.007437080094162119,0.03559928973073025,0.4468848080743749,0.007987847272972554,0.2381201736148676,0.03559928973073025
211,0.0074214127957472785,0.03558270116846214,0.44655671126980423,0.007950198119312461,0.23887275241905714,0.03558270116846214
212,0.007405783950790614,0.035566130521841294,0.44626292086863056,0.00791299370533293,0.23962470642546574,0.035566130521841294
213,0.0073901934358242384,0.03554957777151879,0.4460029384993485,0.007876217141807777,0.24037603304990365,0.0355495777715188
214,0.0073746411283733895,0.035533042898166646,0.44577627467412934,0.007839818446617332,0.2411267297517247,0.035533042898166646
215,0.007359126906938685,0.03551652588247771,0.4455824486039899,0.0078038178109297775,0.24187679403312587,0.03551652588247771
216,0.007343650650978797,0.035500026705165715,0.4454209880182135,0.007768231959134297,0.2426262234384595,0.035500026705165715
217,0.007328212240893521,0.03548354534696523,0.4452914289879144,0.007733049168170722,0.2433750155535572,0.03548354534696523
218,0.00731281155800722,0.035467081788631595,0.4451933157536465,0.007698241349493878,0.24412316800506595,0.035467081788631595
219,0.007297448484552688,0.03545063601094096,0.4451262005569542,0.007663797578475122,0.2448706784597956,0.03545063601094096
220,0.007282122903655322,0.035434207994690235,0.44508964347576896,0.007629708804262647,0.24561754462407798,0.035434207994690235
221,0.007266834699317711,0.03541779772069705,0.4450832122635573,0.007595974734605895,0.24636376424313722,0.03541779772069705
222,0.007251583756404533,0.03540140516979979,0.4451064821921256,0.00756261080117799,0.24710933510047112,0.03540140516979979
223,0.007236369960627817,0.035385030322857496,0.4451590358979961,0.007529629001250024,0.2478542550172434,0.035385030322857496
224,0.007221193198532532,0.035368673160749896,0.445240463232261,0.007497040644724175,0.24859852185168654,0.035368673160749896
225,0.007206053357482495,0.03535233366437737,0.4453503611138356,0.00746482206646313,0.24934213349851522,0.03535233366437738
226,0.007190950325646604,0.03533601181466093,0.44548833338602206,0.00743294171958928,0.2500850878883499,0.03533601181466093
227,0.007175883991985374,0.03531970759254218,0.44565399067630623,0.007401417383926583,0.25082738298715057,0.03531970759254218
228,0.007160854246237777,0.03530342097898333,0.4458469502593077,0.007370238342105378,0.2515690167956606,0.03530342097898333
229,0.007145860978908368,0.03528715195496711,0.4460668359228062,0.007339394640785658,0.2523099873488601,0.03528715195496711
230,0.007130904081254711,0.03527090050149683,0.4463132778367705,0.00730889490026977,0.25305029271542884,0.03527090050149684
231,0.0071159834452750705,0.03525466659959631,0.4465859124253153,0.007278708753708285,0.25378993099721875,0.03525466659959631
232,0.0071010989636963815,0.03523845023030982,0.4468843822415179,0.007248855318003828,0.25452890032873576,0.035238450230309824
233,0.007086250529962484,0.03522225137470218,0.4472083358450222,0.007219372590846988,0.25526719887663035,0.03522225137470218
234,0.007071438038222621,0.03520607001385859,0.44755742768236595,0.0071902327553442546,0.2560048248391974,0.03520607001385859
235,0.007056661383320173,0.03518990612888471,0.4479313179699644,0.007161438942619077,0.2567417764458845,0.03518990612888471
236,0.0070419204607816595,0.0351737597009066,0.44832967257968415,0.007132978741942761,0.25747805195680895,0.0351737597009066
237,0.007027215166805971,0.03515763071107071,0.44875216292694986,0.007104816868887193,0.25821364966228355,0.03515763071107071
238,0.007012545398253835,0.03514151914054384,0.44919846586131906,0.007076940345274512,0.25894856788235,0.03514151914054384
239,0.006997911052637498,0.035125424970513144,0.4496682635594675,0.007049365874819172,0.2596828049663211,0.035125424970513144
240,0.006983312028110675,0.03510934818218607,0.450161243420527,0.007022080428916064,0.26041635929233065,0.03510934818218608
241,0.006968748223458647,0.0350932887567904,0.45067709796372063,0.00699511275200613,0.2611492292668912,0.0350932887567904
242,0.006954219538088645,0.03507724667557416,0.4512155247282399,0.006968464992574367,0.2618814133244597,0.03507724667557416
243,0.006939725872020379,0.035061221919805624,0.4517762261753096,0.0069420950507938246,0.2626129099270104,0.035061221919805624
244,0.006925267125876812,0.035045214470773314,0.45235890959239033,0.006916018480941068,0.2633437175636158,0.03504521447077332
245,0.006910843200875112,0.03502922430978597,0.45296328699946736,0.006890242072696227,0.2640738347500342,0.03502922430978597
246,0.006896453998817796,0.0350132514181725,0.4535890750573749,0.006864765595279881,0.2648032600283049,0.0350132514181725
247,0.00688209942208407,0.03499729577728195,0.4542359949781106,0.006839577789975992,0.26553199196635036,0.03499729577728196
248,0.00686777937362135,0.034981357368483575,0.45490377243709074,0.00681467033941925,0.2662600291575853,0.03498135736848358
