step,s2_num,s2_ana,max
112,0.0008675577322041973,0.00021696,0.027091760140924227
113,0.0008695167159813627,0.00021888,0.027077625751730245
114,0.000871475699758528,0.00022079999999999997,0.027063362487951475
115,0.0008734346835356938,0.00022272,0.027048971284607093
116,0.0008753936673128595,0.00022464,0.027034453083506417
117,0.0008773526510900251,0.00022655999999999997,0.027019808832883813
118,0.0008793116348671905,0.00022848,0.027005039487042116
119,0.0008812706186443562,0.0002304,0.026990146006004415
120,0.0008832296024215218,0.00023232,0.026975129355174036
121,0.0008851885861986873,0.00023424,0.026959990505002574
122,0.000887147569975853,0.00023616,0.02694473043066582
123,0.0008891065537530185,0.00023808,0.02692935011174744
124,0.0008910655375301841,0.00023999999999999998,0.026913850531930246
125,0.0008930245213073497,0.00024192,0.026898232678694935
126,0.0008949835050845154,0.00024384,0.026882497543026133
127,0.0008969424888616809,0.00024576,0.026866646119125617
128,0.0008989014726388463,0.00024767999999999996,0.02685067940413259
129,0.0009008604564160123,0.0002496,0.026834598397850844
130,0.0009028194401931775,0.00025152,0.026818404102482703
131,0.0009047784239703434,0.00025343999999999996,0.026802097522369613
132,0.0009067374077475088,0.00025536,0.026785679663739237
133,0.0009086963915246747,0.00025728,0.02676915153445895
134,0.0009106553753018401,0.00025919999999999996,0.0267525141437956
135,0.0009126143590790054,0.00026112,0.026735768502181394
136,0.000914573342856171,0.00026304,0.026718915620985852
137,0.0009165323266333369,0.00026496,0.02670195651229362
138,0.0009184913104105024,0.00026688,0.026684892188688098
139,0.0009204502941876681,0.0002688,0.026667723663040765
140,0.0009224092779648338,0.00027072,0.02665045194830604
141,0.0009243682617419992,0.00027264,0.026633078057321614
142,0.0009263272455191646,0.00027456,0.026615603002614143
143,0.0009282862292963303,0.00027648,0.026598027796210177
144,0.000930245213073496,0.0002784,0.02658035344945222
145,0.0009322041968506618,0.00028031999999999997,0.026562580972819844
146,0.000934163180627827,0.00028224,0.026544711375755745
147,0.0009361221644049925,0.00028416,0.02652674566649661
148,0.0009380811481821584,0.00028607999999999997,0.026508684851908756
149,0.0009400401319593241,0.000288,0.02649052993732841
150,0.0009419991157364896,0.00028992,0.026472281926406525
151,0.0009439580995136554,0.00029183999999999997,0.02645394182095807
152,0.0009459170832908207,0.00029376,0.026435510620815703
153,0.0009478760670679862,0.00029568,0.02641698932368769
154,0.000949835050845152,0.00029759999999999997,0.026398378925020054
155,0.0009517940346223175,0.00029952,0.026379680417862813
156,0.000953753018399483,0.00030144000000000004,0.026360894792740248
157,0.0009557120021766485,0.00030336,0.026342023037525104
158,0.0009576709859538143,0.00030528,0.02632306613731666
159,0.00095962996973098,0.0003072,0.026304025074322574
160,0.0009615889535081455,0.00030911999999999997,0.02628490082774442
161,0.000963547937285311,0.00031103999999999995,0.026265694373666874
162,0.0009655069210624768,0.00031296,0.02624640668495041
163,0.0009674659048396422,0.00031488,0.026227038731127496
164,0.0009694248886168078,0.0003168,0.026207591478302192
165,0.0009713838723939733,0.00031872,0.026188065889053043
166,0.0009733428561711393,0.00032063999999999997,0.02616846292233927
167,0.0009753018399483047,0.00032256,0.026148783533410127
168,0.00097726082372547,0.00032448,0.026129028673717365
169,0.000979219807502636,0.0003264,0.02610919929083078
170,0.0009811787912798013,0.00032832,0.02608929632835672
171,0.0009831377750569672,0.00033024,0.026069320725859532
172,0.0009850967588341327,0.00033215999999999996,0.026049273418785848
173,0.0009870557426112981,0.00033408,0.02602915533839169
174,0.0009890147263884638,0.000336,0.026008967411672294
175,0.0009909737101656295,0.00033792,0.02598871056129461
176,0.000992932693942795,0.00033984,0.025968385705532428
177,0.0009948916777199608,0.00034176,0.025947993758204058
178,0.000996850661497126,0.00034367999999999996,0.025927535628612497
179,0.0009988096452742917,0.0003456,0.025907012221488068
180,0.0010007686290514576,0.00034752,0.02588642443693342
181,0.0010027276128286228,0.00034943999999999996,0.025865773170370903
182,0.0010046865966057885,0.00035136,0.025845059312492178
183,0.0010066455803829544,0.00035328,0.025824283749210107
184,0.0010086045641601196,0.0003552,0.025803447361612792
185,0.0010105635479372853,0.00035712,0.02578255102591976
186,0.001012522531714451,0.00035904,0.02576159561344023
187,0.0010144815154916164,0.00036095999999999996,0.02574058199053341
188,0.0010164404992687823,0.00036288,0.025719511018570788
189,0.0010183994830459478,0.0003648,0.02569838355390035
190,0.0010203584668231134,0.00036672,0.025677200447812718
191,0.001022317450600279,0.00036864,0.02565596254650911
192,0.0010242764343774448,0.00037056,0.025634670691071136
193,0.00102623541815461,0.00037247999999999996,0.025613325717432335
194,0.001028194401931776,0.0003744,0.02559192845635145
195,0.0010301533857089414,0.00037632,0.025570479733387375
196,0.001032112369486107,0.00037824,0.025548980368875745
197,0.0010340713532632725,0.00038016,0.025527431177907133
198,0.0010360303370404382,0.00038208,0.0255058329703068
199,0.001037989320817604,0.00038399999999999996,0.02548418655061597
200,0.0010399483045947697,0.00038591999999999994,0.025462492718074596
201,0.001041907288371935,0.00038784000000000003,0.025440752266605582
202,0.0010438662721491006,0.00038976,0.025418965984800392
203,0.001045825255926266,0.00039168,0.02539713465590607
204,0.0010477842397034318,0.00039359999999999997,0.025375259057813584
205,0.0010497432234805974,0.00039551999999999995,0.025353339963047474
206,0.0010517022072577629,0.00039743999999999994,0.025331378138756792
207,0.0010536611910349286,0.00039936,0.025309374346707287
208,0.0010556201748120938,0.00040128,0.02528732934327478
209,0.0010575791585892597,0.0004032,0.025265243879439736
210,0.0010595381423664251,0.00040511999999999997,0.025243118700782982
211,0.0010614971261435908,0.00040703999999999995,0.025220954547482542
212,0.0010634561099207563,0.00040895999999999993,0.025198752154311565
213,0.001065415093697922,0.00041088,0.025176512250637304
214,0.0010673740774750878,0.0004128,0.02515423556042114
215,0.0010693330612522533,0.00041472,0.025131922802219604
216,0.001071292045029419,0.00041663999999999997,0.025109574689186363
217,0.001073251028806584,0.00041855999999999995,0.025087191929075187
218,0.00107521001258375,0.00042047999999999993,0.02506477522424381
219,0.0010771689963609155,0.0004224,0.025042325271658696
220,0.001079127980138081,0.00042432,0.0250198427629007
221,0.0010810869639152469,0.00042624,0.024997328384171548
222,0.0010830459476924128,0.00042815999999999997,0.024974782816301146
223,0.0010850049314695782,0.00043007999999999995,0.024952206734755712
224,0.0010869639152467434,0.00043200000000000004,0.02492960080964667
225,0.0010889228990239093,0.00043392,0.024906965705740285
226,0.0010908818828010744,0.00043584,0.024884302082468064
227,0.0010928408665782402,0.00043776,0.024861610593937832
228,0.0010947998503554057,0.00043967999999999996,0.02483889188894553
229,0.0010967588341325716,0.00044159999999999995,0.024816146610987657
230,0.001098717817909737,0.00044352,0.024793375398274375
231,0.0011006768016869027,0.00044544,0.02477057888374323
232,0.0011026357854640686,0.00044736,0.0247477576950735
233,0.0011045947692412338,0.00044928,0.02472491245470112
234,0.0011065537530183997,0.00045119999999999996,0.024702043779834166
235,0.0011085127367955647,0.00045311999999999994,0.024679152282468933
236,0.0011104717205727306,0.00045504,0.024656238569406495
237,0.001112430704349896,0.00045696,0.024633303242269818
238,0.001114389688127062,0.00045888,0.024610346897521368
239,0.0011163486719042276,0.0004608,0.024587370126481187
240,0.0011183076556813933,0.00046271999999999996,0.024564373515345454
241,0.0011202666394585586,0.00046464,0.024541357645205483
242,0.0011222256232357242,0.00046656,0.02451832309206716
243,0.00112418460701289,0.00046848,0.02449527042687081
244,0.0011261435907900554,0.0004704,0.024472200215511445
245,0.001128102574567221,0.00047232,0.02444911301885943
246,0.0011300615583443867,0.00047423999999999996,0.0244260093927815
247,0.0011320205421215526,0.00047616,0.02440288988816216
248,0.001133979525898718,0.00047808,0.0243797550509254
249,0.0011359385096758835,0.00047999999999999996,0.02435660542205679
250,0.0011378974934530494,0.00048192,0.02433344153762585
251,0.0011398564772302148,0.00048384,0.02431026392880877
252,0.0011418154610073805,0.00048575999999999996,0.024287073121911383
253,0.0011437744447845457,0.00048768,0.02426386963839245
254,0.0011457334285617114,0.0004896,0.02424065399488722
255,0.001147692412338877,0.00049152,0.02421742670323122
256,0.001149651396116043,0.0004934399999999999,0.024194188270484324
257,0.0011516103798932078,0.0004953599999999999,0.024170939198955046
258,0.0011535693636703739,0.00049728,0.024147679986225044
259,0.0011555283474475393,0.0004992,0.024124411125173873
260,0.001157487331224705,0.00050112,0.02410113310400391
261,0.0011594463150018707,0.00050304,0.024077846406265497
262,0.0011614052987790361,0.0005049599999999999,0.024054551510882254
263,0.001163364282556202,0.0005068799999999999,0.024031248892176574
264,0.0011653232663333675,0.0005088,0.024007939019895275
265,0.0011672822501105334,0.00051072,0.023984622359235427
266,0.0011692412338876984,0.00051264,0.023961299370870298
267,0.0011712002176648643,0.00051456,0.023937970510975473
268,0.0011731592014420297,0.0005164799999999999,0.02391463623125507
269,0.0011751181852191956,0.0005183999999999999,0.023891296978968093
270,0.001177077168996361,0.00052032,0.023867953196954905
271,0.0011790361527735265,0.00052224,0.023844605323663788
272,0.0011809951365506922,0.00052416,0.023821253793177625
273,0.001182954120327858,0.00052608,0.023797899035240638
274,0.0011849131041050233,0.0005279999999999999,0.02377454147528524
275,0.001186872087882189,0.00052992,0.023751181534458956
276,0.0011888310716593545,0.00053184,0.023727819629651394
277,0.0011907900554365197,0.00053376,0.023704456173521297
278,0.0011927490392136858,0.00053568,0.023681091574523642
279,0.0011947080229908515,0.0005376,0.02365772623693679
280,0.001196667006768017,0.0005395199999999999,0.023634360560889675
281,0.0011986259905451826,0.00054144,0.023610994942389028
282,0.0012005849743223485,0.00054336,0.02358762977334664
283,0.0012025439580995137,0.00054528,0.02356426544160663
284,0.0012045029418766794,0.0005472,0.023540902330972762
285,0.001206461925653845,0.00054912,0.023517540821235732
286,0.0012084209094310103,0.0005510399999999999,0.023494181288200505
287,0.001210379893208176,0.00055296,0.02347082410371363
288,0.001212338876985342,0.00055488,0.023447469635690558
289,0.0012142978607625075,0.0005568,0.023424118248142948
290,0.001216256844539673,0.00055872,0.023400770301205968
291,0.0012182158283168387,0.0005606399999999999,0.023377426151165576
292,0.0012201748120940039,0.00056256,0.02335408615048577
293,0.0012221337958711696,0.00056448,0.023330750647835827
294,0.0012240927796483355,0.0005664,0.0233074199881175
295,0.0012260517634255007,0.00056832,0.023284094512492182
296,0.0012280107472026664,0.00057024,0.023260774558408037
297,0.001229969730979832,0.0005721599999999999,0.023237460459627077
298,0.0012319287147569977,0.00057408,0.02321415254625221
299,0.001233887698534163,0.000576,0.02319085114475421
300,0.0012358466823113288,0.00057792,0.02316755657799867
301,0.0012378056660884945,0.00057984,0.023144269165272853
302,0.00123976464986566,0.00058176,0.02312098922231253
303,0.0012417236336428254,0.0005836799999999999,0.02309771706132872
304,0.0012436826174199909,0.0005856,0.023074452991034364
305,0.0012456416011971563,0.00058752,0.023051197316670956
306,0.0012476005849743222,0.00058944,0.02302795034003506
307,0.001249559568751488,0.00059136,0.023004712359504798
308,0.0012515185525286538,0.00059328,0.022981483670066204
309,0.0012534775363058188,0.0005951999999999999,0.022958264563339558
310,0.0012554365200829847,0.00059712,0.022935055327605577
311,0.0012573955038601503,0.00059904,0.022911856247831562
312,0.0012593544876373158,0.00060096,0.02288866760569743
313,0.001261313471414482,0.0006028800000000001,0.022865489679621674
314,0.0012632724551916474,0.0006048,0.02284232274478721
315,0.0012652314389688126,0.00060672,0.022819167073167133
316,0.0012671904227459787,0.0006086399999999999,0.0227960229335504
317,0.001269149406523144,0.00061056,0.022772890591567358
318,0.0012711083903003094,0.00061248,0.022749770309715235
319,0.0012730673740774748,0.0006144,0.022726662347383478
320,0.0012750263578546407,0.0006163200000000001,0.022703566960879006
321,0.0012769853416318064,0.0006182399999999999,0.02268048440345135
322,0.0012789443254089719,0.00062016,0.022657414925317684
323,0.0012809033091861373,0.0006220799999999999,0.02263435877368775
324,0.001282862292963303,0.000624,0.022611316192788663
325,0.0012848212767404689,0.00062592,0.022588287423889613
326,0.0012867802605176345,0.00062784,0.02256527270532643
327,0.0012887392442947998,0.00062976,0.022542272272526063
328,0.0012906982280719652,0.0006316799999999999,0.022519286358030906
329,0.001292657211849131,0.0006336,0.022496315191523043
330,0.0012946161956262968,0.00063552,0.02247335899984834
331,0.0012965751794034625,0.00063744,0.02245041800704042
332,0.001298534163180628,0.0006393600000000001,0.02242749243434455
333,0.0013004931469577934,0.0006412799999999999,0.022404582500241348
334,0.001302452130734959,0.0006432,0.022381688420470412
335,0.0013044111145121245,0.00064512,0.022358810408053802
336,0.0013063700982892902,0.00064704,0.022335948673319395
337,0.001308329082066456,0.00064896,0.022313103423924126
338,0.0013102880658436213,0.00065088,0.022290274864877082
339,0.001312247049620787,0.0006528,0.022267463198562487
340,0.0013142060333979529,0.0006547199999999999,0.022244668624762542
341,0.001316165017175118,0.00065664,0.022221891340680137
342,0.0013181240009522838,0.00065856,0.022199131540961443
343,0.0013200829847294492,0.00066048,0.022176389417718358
344,0.001322041968506615,0.0006624,0.022153665160550836
345,0.0013240009522837806,0.0006643199999999999,0.02213095895656907
346,0.001325959936060946,0.00066624,0.022108270990415547
347,0.0013279189198381117,0.00066816,0.022085601444286982
348,0.0013298779036152774,0.00067008,0.022062950497956087
349,0.0013318368873924433,0.000672,0.02204031832879325
350,0.0013337958711696085,0.0006739199999999999,0.022017705111788036
351,0.0013357548549467742,0.00067584,0.021995111019570582
352,0.0013377138387239396,0.00067776,0.021972536222432854
353,0.0013396728225011053,0.00067968,0.02194998088834975
354,0.0013416318062782707,0.0006816,0.021927445183000088
355,0.0013435907900554368,0.00068352,0.02190492926978746
356,0.0013455497738326019,0.0006854399999999999,0.02188243330986093
357,0.0013475087576097678,0.0006873599999999999,0.021859957462135614
358,0.001349467741386933,0.00068928,0.02183750188331313
359,0.0013514267251640989,0.0006912,0.02181506672790188
360,0.0013533857089412646,0.00069312,0.02179265214823723
361,0.00135534469271843,0.00069504,0.021770258294501556
362,0.001357303676495596,0.0006969599999999999,0.021747885314744118
363,0.0013592626602727611,0.0006988799999999999,0.02172553335490083
364,0.0013612216440499268,0.0007008,0.021703202558813892
365,0.0013631806278270927,0.00070272,0.021680893068251276
366,0.0013651396116042581,0.00070464,0.02165860502292608
367,0.0013670985953814238,0.00070656,0.02163633856051575
368,0.0013690575791585893,0.0007084799999999999,0.021614093816681175
369,0.001371016562935755,0.0007104,0.02159187092508562
370,0.0013729755467129202,0.00071232,0.02156967001741355
371,0.0013749345304900859,0.00071424,0.02154749122338932
372,0.0013768935142672515,0.00071616,0.02152533467079572
373,0.0013788524980444172,0.00071808,0.021503200485492386
374,0.0013808114818215829,0.0007199999999999999,0.021481088791434077
375,0.0013827704655987483,0.0007219199999999999,0.021458999710688834
376,0.001384729449375914,0.00072384,0.021436933363455993
377,0.001386688433153079,0.00072576,0.02141488986808406
378,0.0013886474169302453,0.00072768,0.02139286934108847
379,0.0013906064007074106,0.0007296,0.021370871897169207
380,0.001392565384484576,0.0007315199999999999,0.021348897649228284
381,0.001394524368261742,0.00073344,0.02132694670838711
382,0.0013964833520389074,0.0007353599999999999,0.0213050191840037
383,0.001398442335816073,0.00073728,0.021283115183689794
384,0.001400401319593239,0.0007392,0.021261234813327808
385,0.0014023603033704042,0.00074112,0.021239378177087674
386,0.0014043192871475698,0.00074304,0.021217545377443546
387,0.0014062782709247357,0.0007449599999999999,0.02119573651519039
388,0.001408237254701901,0.00074688,0.021173951689460426
389,0.0014101962384790673,0.0007488,0.02115219099773946
390,0.001412155222256232,0.00075072,0.021130454535883074
391,0.001414114206033398,0.00075264,0.021108742398132707
392,0.0014160731898105632,0.0007545599999999999,0.021087054677131595
393,0.0014180321735877289,0.00075648,0.02106539146394059
394,0.0014199911573648946,0.0007583999999999999,0.021043752848053866
395,0.0014219501411420602,0.00076032,0.021022138917414477
396,0.001423909124919226,0.00076224,0.021000549758429812
397,0.0014258681086963914,0.00076416,0.020978985455986927
398,0.0014278270924735572,0.00076608,0.02095744609346773
399,0.0014297860762507225,0.0007679999999999999,0.020935931752764078
400,0.0014317450600278882,0.00076992,0.02091444251429272
401,0.0014337040438050538,0.0007718399999999999,0.02089297845701015
402,0.0014356630275822193,0.00077376,0.02087153965842732
403,0.0014376220113593845,0.0007756800000000001,0.020850126194624233
404,0.0014395809951365508,0.0007775999999999999,0.020828738140264424
405,0.0014415399789137163,0.00077952,0.02080737556860933
406,0.0014434989626908815,0.0007814399999999999,0.020786038551532514
407,0.001445457946468047,0.00078336,0.020764727159533813
408,0.0014474169302452129,0.00078528,0.02074344146175333
409,0.0014493759140223788,0.0007871999999999999,0.020722181525985338
410,0.0014513348977995438,0.00078912,0.020700947418692044
411,0.0014532938815767095,0.0007910399999999999,0.020679739205017273
412,0.0014552528653538753,0.00079296,0.020658556948800002
413,0.0014572118491310408,0.0007948799999999999,0.0206374007125878
414,0.0014591708329082065,0.0007968,0.02061627055765015
415,0.0014611298166853721,0.00079872,0.020595166543991662
416,0.0014630888004625376,0.0008006399999999999,0.020574088730365172
417,0.0014650477842397035,0.00080256,0.02055303717428473
418,0.001467006768016869,0.0008044799999999999,0.020532011932038473
419,0.0014689657517940346,0.0008064,0.020511013058701413
420,0.0014709247355712003,0.0008083200000000001,0.020490040608148078
421,0.001472883719348366,0.0008102399999999999,0.02046909463306507
422,0.0014748427031255314,0.00081216,0.02044817518496351
423,0.001476801686902697,0.0008140799999999999,0.020427282314191376
424,0.0014787606706798627,0.000816,0.02040641606994574
425,0.001480719654457028,0.0008179199999999999,0.020385576500284885
426,0.0014826786382341937,0.00081984,0.020364763652140336
427,0.0014846376220113595,0.00082176,0.02034397757132876
428,0.001486596605788525,0.0008236799999999999,0.020323218302563808
429,0.00148855558956569,0.0008256,0.020302485889467797
430,0.0014905145733428561,0.0008275199999999999,0.020281780374583336
431,0.0014924735571200218,0.00082944,0.02026110179938483
432,0.0014944325408971875,0.0008313600000000001,0.02024045020428988
433,0.0014963915246743525,0.0008332799999999999,0.0202198256286706
434,0.0014983505084515184,0.0008352,0.020199228110864813
435,0.0015003094922286843,0.0008371199999999999,0.02017865768818717
436,0.00150226847600585,0.00083904,0.020158114396940152
437,0.0015042274597830154,0.0008409599999999999,0.02013759827242498
438,0.0015061864435601808,0.00084288,0.020117109348952444
439,0.0015081454273373463,0.0008448,0.020096647659853605
440,0.001510104411114512,0.0008467199999999999,0.02007621323749043
441,0.0015120633948916776,0.00084864,0.02005580611326632
442,0.0015140223786688433,0.0008505599999999999,0.020035426317636544
443,0.0015159813624460088,0.00085248,0.020015073880118587
444,0.0015179403462231747,0.0008544000000000001,0.01999474882930238
445,0.0015198993300003399,0.0008563199999999999,0.01997445119286048
446,0.0015218583137775058,0.00085824,0.019954180997558114
447,0.0015238172975546712,0.0008601599999999999,0.019933938269263176
448,0.0015257762813318371,0.00086208,0.01991372303295609
449,0.0015277352651090021,0.0008640000000000001,0.01989353531273962
450,0.001529694248886168,0.00086592,0.01987337513184856
451,0.0015316532326633335,0.00086784,0.01985324251265937
452,0.001533612216440499,0.0008697599999999999,0.019833137476699698
453,0.001535571200217665,0.00087168,0.019813060044657816
454,0.0015375301839948303,0.0008735999999999999,0.019793010236391986
455,0.0015394891677719962,0.00087552,0.019772988070939728
456,0.0015414481515491618,0.0008774400000000001,0.01975299356652701
457,0.0015434071353263273,0.0008793599999999999,0.01973302674057734
458,0.0015453661191034928,0.00088128,0.0197130876097208
459,0.0015473251028806584,0.0008831999999999999,0.019693176189802965
460,0.0015492840866578237,0.00088512,0.019673292495893765
461,0.0015512430704349893,0.00088704,0.019653436542296253
462,0.0015532020542121554,0.0008889599999999999,0.019633608342555297
463,0.0015551610379893207,0.00089088,0.01961380790946619
464,0.0015571200217664861,0.0008927999999999999,0.01959403525508317
465,0.0015590790055436516,0.00089472,0.019574290390727882
466,0.0015610379893208175,0.00089664,0.019554573326997744
467,0.0015629969730979834,0.00089856,0.019534884073774236
468,0.0015649559568751488,0.00090048,0.019515222640231124
469,0.0015669149406523138,0.0009023999999999999,0.019495589034842595
470,0.00156887392442948,0.00090432,0.019475983265391315
471,0.0015708329082066454,0.0009062399999999999,0.019456405338976426
472,0.0015727918919838113,0.00090816,0.01943685526202145
473,0.0015747508757609767,0.00091008,0.019417333040282123
474,0.0015767098595381424,0.0009119999999999999,0.019397838678854175
475,0.0015786688433153079,0.00091392,0.019378372182181
476,0.0015806278270924733,0.0009158399999999999,0.019358933554061288
477,0.0015825868108696388,0.00091776,0.019339522797656564
478,0.0015845457946468047,0.00091968,0.01932013991549866
479,0.0015865047784239697,0.0009216,0.01930078490949713
480,0.0015884637622011358,0.0009235199999999999,0.019281457780946566
481,0.0015904227459783015,0.0009254399999999999,0.01926215853053388
482,0.0015923817297554671,0.00092736,0.019242887158345472
483,0.0015943407135326326,0.00092928,0.019223643663874388
484,0.0015962996973097985,0.0009312,0.019204428046027344
485,0.0015982586810869641,0.00093312,0.01918524030313174
486,0.001600217664864129,0.0009350399999999999,0.019166080432942573
487,0.0016021766486412946,0.00093696,0.019146948432649292
488,0.0016041356324184605,0.0009388799999999999,0.019127844298882587
489,0.0016060946161956266,0.0009408,0.019108768027721126
490,0.001608053599972792,0.00094272,0.019089719614698197
491,0.0016100125837499573,0.00094464,0.019070699054808318
492,0.0016119715675271234,0.0009465599999999999,0.01905170634251377
493,0.0016139305513042884,0.0009484799999999999,0.01903274147175105
494,0.0016158895350814545,0.0009504,0.0190138044359373
495,0.0016178485188586196,0.00095232,0.018994895227976632
