label,step,T_max,T_mean,overheat_frac,mean_ctrl,cooling_power,TV,lyap_E,decision_loss,alpha,beta,D,sensor_fraction,MI,corr
Adaptive-clean VIFD,120,32.17882319920663,27.624554903561062,0.0,0.0,0.0,0.0,0.0,0.0,3.499032000000026,0.1998547999999992,0.0003499757999999983,1.0,0.0,0.0
Adaptive-clean VIFD,125,32.37518624588365,27.650277403636917,0.0,0.0,0.0,0.0,0.0,0.0,3.498992000000027,0.19984879999999916,0.00034997479999999823,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,130,32.570308773638345,27.675991626299115,0.0,0.0,0.0,0.0,0.0,0.0,3.498952000000028,0.19984279999999913,0.00034997379999999816,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,135,32.76420659882856,27.701697424500885,0.0,0.0,0.0,0.0,0.0,0.0,3.498912000000029,0.1998367999999991,0.0003499727999999981,1.0,0.0,0.0
Adaptive-clean VIFD,140,32.95689523386775,27.727394653549972,0.0,0.0,0.0,0.0,0.0,0.0,3.49887200000003,0.19983079999999906,0.000349971799999998,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,145,33.14838989509069,27.753083171030372,0.0,0.0,0.0,0.0,0.0,0.0,3.4988320000000313,0.19982479999999903,0.00034997079999999795,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,150,33.33870551036399,27.778762836731545,0.0,0.0,0.0,0.0,0.0,0.0,3.4987920000000323,0.199818799999999,0.0003499697999999979,1.0,0.0,0.0
Adaptive-clean VIFD,155,33.52785672645139,27.804433512584044,0.0,0.0,0.0,0.0,0.0,0.0,3.4987520000000334,0.19981279999999896,0.0003499687999999978,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,160,33.71585791614333,27.830095062600677,0.0,0.0,0.0,0.0,0.0,0.0,3.4987120000000345,0.19980679999999892,0.00034996779999999774,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,165,33.90272318515981,27.855747352822497,0.0,0.0,0.0,0.0,0.0,0.0,3.4986720000000355,0.1998007999999989,0.0003499667999999977,1.0,4.189759650330414e-16,0.0
Adaptive-clean VIFD,170,34.08846637883518,27.88139025126899,0.0,0.0,0.0,0.0,0.0,0.0,3.4986320000000366,0.19979479999999886,0.0003499657999999976,1.0,6.174394329150343e-16,0.0
Adaptive-clean VIFD,175,34.273101088593215,27.9070236278919,0.0,0.0,0.0,0.0,0.0,0.0,3.4985920000000377,0.19978879999999882,0.00034996479999999753,1.0,4.0731862327447724e-16,0.0
Adaptive-clean VIFD,180,34.45664065822019,27.9326473545323,0.0,0.0,0.0,0.0,0.0,0.0,3.4985520000000387,0.1997827999999988,0.00034996379999999746,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,185,34.63909818994365,27.958261304880534,0.0,0.0,0.0,0.0,0.0,0.0,3.49851200000004,0.19977679999999876,0.0003499627999999974,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,190,34.82048655032405,27.983865354438592,0.0,0.0,0.0,0.0,0.0,0.0,3.498472000000041,0.19977079999999872,0.0003499617999999973,1.0,4.2044145942554663e-16,0.0
Adaptive-clean VIFD,195,35.00081837596606,28.009459380484785,0.0,0.0,0.0,0.0,0.0,0.0,3.498432000000042,0.1997647999999987,0.00034996079999999725,1.0,4.2039705050456157e-16,0.0
Adaptive-clean VIFD,200,35.180106079056344,28.035043262040357,0.0,0.0,0.0,0.0,0.0,0.0,3.498392000000043,0.19975879999999865,0.0003499597999999972,1.0,4.2050807280702413e-16,0.0
Adaptive-clean VIFD,205,35.35836185273387,28.06061687983791,0.0,0.0,0.0,0.0,0.0,0.0,3.498352000000044,0.19975279999999862,0.0003499587999999971,1.0,4.2170711367361926e-16,0.0
Adaptive-clean VIFD,210,35.535597676299005,28.086180116291356,0.0,0.0,0.0,0.0,0.0,0.0,3.498312000000045,0.1997467999999986,0.00034995779999999704,1.0,4.217515225946043e-16,0.0
Adaptive-clean VIFD,215,35.71182532026708,28.111732855467363,0.0,0.0,0.0,0.0,0.0,0.0,3.4982720000000462,0.19974079999999855,0.000349956799999997,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,220,35.887056351272044,28.137274983058056,0.0,0.0,0.0,0.0,0.0,0.0,3.4982320000000473,0.19973479999999852,0.0003499557999999969,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,225,36.061302136825354,28.162806386354838,0.0,0.0,0.0,0.0,0.0,0.0,3.4981920000000484,0.19972879999999849,0.00034995479999999683,1.0,0.0,0.0
Adaptive-clean VIFD,230,36.23457384993549,28.18832695422336,0.0,0.0,0.0,0.0,0.0,0.0,3.4981520000000494,0.19972279999999845,0.00034995379999999676,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,235,36.40688247359263,28.213836577079352,0.0,0.0,0.0,0.0,0.0,0.0,3.4981120000000505,0.19971679999999842,0.0003499527999999967,1.0,4.213296378452467e-16,0.0
Adaptive-clean VIFD,240,36.578238805123505,28.2393351468654,0.0,0.0,0.0,0.0,0.0,0.0,3.4980720000000516,0.19971079999999838,0.0003499517999999966,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,245,36.748653460420584,28.264822557028477,0.0,0.0,0.0,0.0,0.0,0.0,3.4980320000000527,0.19970479999999835,0.00034995079999999655,1.0,4.209743664773667e-16,0.0
Adaptive-clean VIFD,250,36.91813687805026,28.290298702498223,0.0,0.0,0.0,0.0,0.0,0.0,3.4979920000000537,0.19969879999999832,0.0003499497999999965,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,255,37.086699323243906,28.315763479665936,0.0,0.0,0.0,0.0,0.0,0.0,3.497952000000055,0.19969279999999828,0.0003499487999999964,1.0,4.0214498397972404e-16,0.0
Adaptive-clean VIFD,260,37.254350891775886,28.341216786364118,0.0,0.0,0.0,0.0,0.0,0.0,3.497912000000056,0.19968679999999825,0.00034994779999999634,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,265,37.421101513732324,28.366658521846645,0.0,0.0,0.0,0.0,0.0,0.0,3.497872000000057,0.19968079999999822,0.0003499467999999963,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,270,37.58696095717436,28.392088586769486,0.0,0.0,0.0,0.0,0.0,0.0,3.497832000000058,0.19967479999999818,0.0003499457999999962,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,275,37.75193883169926,28.417506883171853,0.0,0.0,0.0,0.0,0.0,0.0,3.497792000000059,0.19966879999999815,0.00034994479999999613,1.0,0.0,0.0
Adaptive-clean VIFD,280,37.91604459190296,28.442913314457908,0.0,0.0,0.0,0.0,0.0,0.0,3.49775200000006,0.19966279999999811,0.00034994379999999606,1.0,0.0,0.0
Adaptive-clean VIFD,285,38.07928754074721,28.46830778537881,0.0,0.0,0.0,0.0,0.0,0.0,3.497712000000061,0.19965679999999808,0.000349942799999996,1.0,0.0,0.0
Adaptive-clean VIFD,290,38.24167683283442,28.493690202015273,0.0,0.0,0.0,0.0,0.0,0.0,3.4976720000000623,0.19965079999999805,0.0003499417999999959,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,295,38.40322147759328,28.51906047176041,0.0,0.0,0.0,0.0,0.0,0.0,3.4976320000000634,0.199644799999998,0.00034994079999999586,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,300,38.56393034237809,28.544418503303,0.0,0.0,0.0,0.0,0.0,0.0,3.4975920000000644,0.19963879999999798,0.0003499397999999958,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,305,38.72381215548451,28.56976420661109,0.0,0.0,0.0,0.0,0.0,0.0,3.4975520000000655,0.19963279999999795,0.0003499387999999957,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,310,38.88287550908444,28.595097492915897,0.0,0.0,0.0,0.0,0.0,0.0,3.4975120000000666,0.1996267999999979,0.00034993779999999565,1.0,4.4408920985006247e-16,0.0
Adaptive-clean VIFD,315,39.04112886208271,28.620418274696053,0.0,0.0,0.0,0.0,0.0,0.0,3.4974720000000676,0.19962079999999788,0.0003499367999999956,1.0,4.001021736144138e-16,0.0
Adaptive-clean VIFD,320,39.198580542897915,28.645726465662115,0.0,0.0,0.0,0.0,0.0,0.0,3.4974320000000687,0.19961479999999784,0.0003499357999999955,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,325,39.355238752169974,28.671021980741365,0.0,0.0,0.0,0.0,0.0,0.0,3.49739200000007,0.1996087999999978,0.00034993479999999544,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,330,39.511111565396604,28.69630473606289,0.0,0.0,0.0,0.0,0.0,0.0,3.497352000000071,0.19960279999999778,0.00034993379999999537,1.0,4.440892098500624e-16,0.0
Adaptive-clean VIFD,335,39.666206935500945,28.721574648942898,0.0,0.0,0.0,0.0,0.0,0.0,3.497312000000072,0.19959679999999774,0.0003499327999999953,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,340,39.820532695332645,28.7468316378703,0.0,0.0,0.0,0.0,0.0,0.0,3.497272000000073,0.1995907999999977,0.0003499317999999952,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,345,39.974096560104186,28.772075622492522,0.0,0.0,0.0,0.0,0.0,0.0,3.497232000000074,0.19958479999999768,0.00034993079999999516,1.0,0.0,0.0
Adaptive-clean VIFD,350,40.12690612976478,28.79730652360153,0.0,0.0,0.0,0.0,0.0,0.0,3.497192000000075,0.19957879999999764,0.0003499297999999951,1.0,-2.1684876116978553e-16,0.0
Adaptive-clean VIFD,355,40.27896889131352,28.822524263120098,0.0,0.0,0.0,0.0,0.0,0.0,3.497152000000076,0.1995727999999976,0.000349928799999995,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,360,40.43029222105375,28.847728764088284,0.0,0.0,0.0,0.0,0.0,0.0,3.4971120000000773,0.19956679999999757,0.00034992779999999495,1.0,0.0,0.0
Adaptive-clean VIFD,365,40.58088338679044,28.87291995065008,0.0,0.0,0.0,0.0,0.0,0.0,3.4970720000000783,0.19956079999999754,0.0003499267999999949,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,370,40.73074954997232,28.89809774804034,0.0,0.0,0.0,0.0,0.0,0.0,3.4970320000000794,0.1995547999999975,0.0003499257999999948,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,375,40.87989776778032,28.923262082571803,0.0,0.0,0.0,0.0,0.0,0.0,3.4969920000000805,0.19954879999999747,0.00034992479999999474,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,380,41.02833499516413,28.94841288162236,0.0,0.0,0.0,0.0,0.0,0.0,3.4969520000000816,0.19954279999999744,0.00034992379999999467,1.0,0.0,0.0
Adaptive-clean VIFD,385,41.17606808682829,28.97355007362253,0.0,0.0,0.0,0.0,0.0,0.0,3.4969120000000826,0.1995367999999974,0.0003499227999999946,1.0,0.0,0.0
Adaptive-clean VIFD,390,41.32310379916931,28.998673588043033,0.0,0.0,0.0,0.0,0.0,0.0,3.4968720000000837,0.19953079999999737,0.0003499217999999945,1.0,0.0,0.0
Adaptive-clean VIFD,395,41.46944879216543,29.023783355382598,0.0,0.0,0.0,0.0,0.0,0.0,3.4968320000000848,0.19952479999999734,0.00034992079999999446,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,400,41.61510963122017,29.048879307155936,0.0,0.0,0.0,0.0,0.0,0.0,3.496792000000086,0.1995187999999973,0.0003499197999999944,1.0,0.0,0.0
Adaptive-clean VIFD,405,41.760092788961266,29.073961375881872,0.0,0.0,0.0,0.0,0.0,0.0,3.496752000000087,0.19951279999999727,0.0003499187999999943,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,410,41.904404646996134,29.09902949507159,0.0,0.0,0.0,0.0,0.0,0.0,3.496712000000088,0.19950679999999724,0.00034991779999999425,1.0,0.0,0.0
Adaptive-clean VIFD,415,42.04805149762524,29.12408359921713,0.0,0.0,0.0,0.0,0.0,0.0,3.496672000000089,0.1995007999999972,0.0003499167999999942,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,420,42.19103954551453,29.149123623779968,0.0,0.0,0.0,0.0,0.0,0.0,3.49663200000009,0.19949479999999717,0.0003499157999999941,1.0,0.0,0.0
Adaptive-clean VIFD,425,42.33337490932809,29.17414950517976,0.0,0.0,0.0,0.0,0.0,0.0,3.496592000000091,0.19948879999999714,0.00034991479999999404,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,430,42.47506362332226,29.199161180783232,0.0,0.0,0.0,0.0,0.0,0.0,3.4965520000000923,0.1994827999999971,0.00034991379999999397,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,435,42.61611163890217,29.224158588893264,0.0,0.0,0.0,0.0,0.0,0.0,3.4965120000000933,0.19947679999999707,0.0003499127999999939,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,440,42.75652482614195,29.249141668738023,0.0,0.0,0.0,0.0,0.0,0.0,3.4964720000000944,0.19947079999999703,0.0003499117999999938,1.0,0.0,0.0
Adaptive-clean VIFD,445,42.896308975269456,29.274110360460337,0.0,0.0,0.0,0.0,0.0,0.0,3.4964320000000955,0.199464799999997,0.00034991079999999376,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,450,43.03546979811663,29.29906460510714,0.0,0.0,0.0,0.0,0.0,0.0,3.4963920000000965,0.19945879999999697,0.0003499097999999937,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,455,43.17401292953645,29.32400434461904,0.0,0.0,0.0,0.0,0.0,0.0,3.4963520000000976,0.19945279999999693,0.0003499087999999936,1.0,0.0,0.0
Adaptive-clean VIFD,460,43.3119439287873,29.34892952182009,0.0,0.0,0.0,0.0,0.0,0.0,3.4963120000000987,0.1994467999999969,0.00034990779999999355,1.0,2.220446049250312e-16,0.0
Adaptive-clean VIFD,465,43.449268280885846,29.37384008040762,0.0,0.0,0.0,0.0,0.0,0.0,3.4962720000000997,0.19944079999999687,0.0003499067999999935,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,470,43.5859913979291,29.39873596494225,0.0,0.0,0.0,0.0,0.0,0.0,3.496232000000101,0.19943479999999683,0.0003499057999999934,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,475,43.722118620386645,29.423617120837967,0.0,0.0,0.0,0.0,0.0,0.0,3.496192000000102,0.1994287999999968,0.00034990479999999334,1.0,0.0,0.0
Adaptive-clean VIFD,480,43.85765521836383,29.448483494352388,0.0,0.0,0.0,0.0,0.0,0.0,3.496152000000103,0.19942279999999676,0.00034990379999999327,1.0,0.0,0.0
Adaptive-clean VIFD,485,43.99260639283664,29.473335032577104,0.0,0.0,0.0,0.0,0.0,0.0,3.496112000000104,0.19941679999999673,0.0003499027999999932,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,490,44.1269772768591,29.498171683428147,0.0,0.0,0.0,0.0,0.0,0.0,3.496072000000105,0.1994107999999967,0.0003499017999999931,1.0,0.0,0.0
Adaptive-clean VIFD,495,44.26077293674392,29.522993395636615,0.0,0.0,0.0,0.0,0.0,0.0,3.496032000000106,0.19940479999999666,0.00034990079999999306,1.0,0.0,0.0
Adaptive-clean VIFD,500,44.393998373217144,29.54780011873933,0.0,0.0,0.0,0.0,0.0,0.0,3.4959920000001072,0.19939879999999663,0.000349899799999993,1.0,2.2204460492503123e-16,0.0
Adaptive-clean VIFD,505,44.52665852254738,29.572591803069727,0.0,0.0,0.0,0.0,0.0,0.0,3.4959520000001083,0.1993927999999966,0.0003498987999999929,1.0,3.123057368270564e-16,0.0
Adaptive-clean VIFD,510,44.65875825765044,29.597368399748724,0.0,0.0,0.0,0.0,0.0,0.0,3.4959120000001094,0.19938679999999656,0.00034989779999999285,1.0,3.1259439481345896e-16,0.0
Adaptive-clean VIFD,515,44.79030238916997,29.622129860675802,0.0,0.0,0.0,0.0,0.0,0.0,3.4958720000001104,0.19938079999999653,0.0003498967999999928,1.0,2.2204460492503126e-16,0.0
Adaptive-clean VIFD,520,44.921295666534654,29.646876138520152,0.0,0.0,0.0,0.0,0.0,0.0,3.4958320000001115,0.1993747999999965,0.0003498957999999927,1.0,3.1274982603690647e-16,0.0
Adaptive-clean VIFD,525,45.051742540710656,29.6716071866839,0.0003,2.538012495864721e-10,4.674514256965665e-08,9.482738769012871e-10,5.4256875076252696e-11,3.6133768769538293e-07,3.4957920001818943,0.1993688000000726,0.0003498948000001823,1.0,0.0011829264434272317,0.05053642318513688
Adaptive-clean VIFD,530,45.181637551121035,29.696322956311494,0.0008,1.2150285319984695e-08,2.2479384299964983e-06,3.05794300510271e-08,4.854308116453341e-09,9.248527165672689e-06,3.4957520034326475,0.1993628000084422,0.0003498938000151423,1.0,0.002986509233296133,0.08397711503073177
Adaptive-clean VIFD,535,45.31096672178301,29.721023387701415,0.0012,6.094989755412922e-08,1.1321444013148623e-05,1.2271987399463833e-07,2.6108654199999687e-08,4.266955080793374e-05,3.495712014838473,0.1993568000644632,0.00034989280009504916,1.0,0.006082336740948747,0.11142874880618282
Adaptive-clean VIFD,540,45.439715494043185,29.745708407168994,0.0017,1.7146969559924576e-07,3.198214382896552e-05,2.9429551091928623e-07,7.557460359810918e-08,0.00011550082371989148,3.4956720390362457,0.19935080024653334,0.0003498918003138115,1.0,0.008658003696083936,0.13209828763384923
Adaptive-clean VIFD,545,45.56786917655025,29.77037792866191,0.0023,3.658626640187484e-07,6.85219626203325e-05,5.594612111770433e-07,1.6290560472742952e-07,0.00024144531581439408,3.4956320805688117,0.19934480066708643,0.0003498908007590357,1.0,0.010663644984417369,0.14879373015615682
Adaptive-clean VIFD,550,45.69541342893207,29.795031851856887,0.0027,6.724515498214392e-07,0.00012643896725312017,9.349121452657996e-07,3.0021273742673635e-07,0.0004373683765875107,3.4955921448976714,0.19933880147719643,0.00034988980153476476,1.0,0.014057306239104278,0.16480619221970672
Adaptive-clean VIFD,555,45.822333936033694,29.819670063260737,0.0031,1.1100905572370696e-06,0.00020955792218326104,1.4228147860802172e-06,4.95279873584825e-07,0.000714376112781954,3.4955522357749085,0.19933280286296154,0.0003498888027532646,1.0,0.016312083160001333,0.17877241501809676
Adaptive-clean VIFD,560,45.94861622034057,29.844292438410374,0.0035,1.6995243234235434e-06,0.00032210101141358935,2.034857946242626e-06,7.556984910281955e-07,0.0010848777218527886,3.4955123575213394,0.19932680503905933,0.0003498878045329511,1.0,0.018819871470775358,0.19125269169799655
Adaptive-clean VIFD,565,46.07424581114287,29.868898840027093,0.004,2.463431032697738e-06,0.00046870244213995376,2.7790783621639096e-06,1.0898969032998992e-06,0.001562382908622003,3.4954725149671706,0.1993208082533052,0.0003498868070033708,1.0,0.021567923005421978,0.2028282497201378
Adaptive-clean VIFD,570,46.199208369725405,29.89348911702935,0.0045,3.425031890006073e-06,0.0006541561270639823,3.6649104234526134e-06,1.506200507163491e-06,0.002160118552790723,3.495432712776734,0.1993148127888356,0.0003498858103023353,1.0,0.023918155688143174,0.21380422923583176
Adaptive-clean VIFD,575,46.323489697569485,29.9180631059371,0.0049,4.6031251851284545e-06,0.0008824947400981667,4.694686341875732e-06,2.0107609756772925e-06,0.00288857082108386,3.4953929547674827,0.19930881895980843,0.0003498848145736925,1.0,0.026139057086953348,0.2241222640683754
Adaptive-clean VIFD,580,46.447075663922554,29.942620633149264,0.0053,6.012873896442857e-06,0.0011571198129659882,5.86762178179095e-06,2.607724192692915e-06,0.0037562260113434844,3.4953532442242587,0.1993028271048396,0.0003498838199604222,1.0,0.028623885461969867,0.2337020300721772
Adaptive-clean VIFD,585,46.56995217340764,29.967161515547552,0.006,7.670750420343067e-06,0.0014817044181478253,7.194697611822845e-06,3.30104047548018e-06,0.004772780245195097,3.4953135851761736,0.1992968375850751,0.0003498828266116881,1.0,0.03054502559504031,0.2426335637373693
Adaptive-clean VIFD,590,46.69210518901592,29.991685556807475,0.0063,9.600628232403568e-06,0.0018613279238294084,8.682647161177536e-06,4.097859725259446e-06,0.0059515056997321075,3.495273982756001,0.19929085079389214,0.0003498818346859934,1.0,0.032526481843764665,0.2511971147756869
Adaptive-clean VIFD,595,46.81352077119579,30.0161925469346,0.0065,1.1821163883787802e-05,0.002300159473085989,1.0333632339988501e-05,5.003429329222399e-06,0.007301775030625838,3.4952344406059357,0.1992848671577285,0.00034988084434630636,1.0,0.03529019781663771,0.2594346140041695
Adaptive-clean VIFD,600,46.934185098144724,30.040682267316367,0.0072,1.4343418165365155e-05,0.0028009938876351766,1.2148396475882327e-05,6.018791494037559e-06,0.00882974602403914,3.495194961750641,0.1992788871220517,0.0003498798557553488,1.0,0.038272738004175896,0.2672539470625686
Adaptive-clean VIFD,605,47.054084475475925,30.065154488594498,0.0075,1.7186865467818916e-05,0.0033682006984484744,1.4130030014871538e-05,7.1483848460578146e-06,0.010545610728635604,3.495155550462656,0.19927291115694723,0.0003498788690794896,1.0,0.04226812618530913,0.27475953123896835
Adaptive-clean VIFD,610,47.173205347867665,30.08960897109442,0.0079,2.036371810240306e-05,0.004004842063473994,1.627782240759922e-05,8.393729359758996e-06,0.012455333355428486,3.4951162096383266,0.1992669397556734,0.0003498778844846077,1.0,0.04306113392408897,0.2819318962711716
Adaptive-clean VIFD,615,47.29153430353577,30.11404546698574,0.0083,2.3885104459690666e-05,0.0047137950801461785,1.8595516366473178e-05,9.75544348215055e-06,0.014564235731275887,3.4950769420364356,0.19926097342861876,0.0003498769021395478,1.0,0.04563231165505294,0.28876583081170365
Adaptive-clean VIFD,620,47.40905806924878,30.138463720157848,0.009,2.7764729616640753e-05,0.00549842184734048,2.1086591309207986e-05,1.123469744122475e-05,0.01687963322840206,3.4950377514917585,0.1992550127035266,0.00034987592221514397,1.0,0.048052983081305845,0.2952998108439535
Adaptive-clean VIFD,625,47.52576350910865,30.16286346122376,0.0094,3.2026158314576687e-05,0.006363929942580163,2.3759725873829716e-05,1.2836684117940839e-05,0.019413146928668554,3.4949986432228086,0.19924905813887916,0.00034987494489115384,1.0,0.0499500715302485,0.3016531927681133
Adaptive-clean VIFD,630,47.64163763501044,30.187244408441625,0.0098,3.6681986425226986e-05,0.007313541170098264,2.6611947461446403e-05,1.4562856022581316e-05,0.022169625131941487,3.4949596197855466,0.19924311032107744,0.0003498739703480194,1.0,0.05172290363239399,0.30782125718810427
Adaptive-clean VIFD,635,47.75666762049241,30.21160627444429,0.0099,4.173839620946468e-05,0.00834929484875501,2.9639928287313803e-05,1.6410741288922675e-05,0.025151781875886563,3.494920683484358,0.19923716984604717,0.0003498729987628271,1.0,0.05469063476318986,0.31376406026363995
Adaptive-clean VIFD,640,47.87084081257519,30.235948765019042,0.0106,4.720403852361602e-05,0.009473684522149438,3.2842804570570746e-05,1.8379205173535688e-05,0.028363159194169877,3.4948818369534638,0.19923123732256168,0.00034987203031021,1.0,0.055700720267573334,0.3194791176924708
Adaptive-clean VIFD,645,47.984144742169775,30.260271576542575,0.0109,5.309515398074427e-05,0.01069060956125985,3.622383368683093e-05,2.04698510037505e-05,0.031810819405541514,3.4948430840413884,0.19922531337915975,0.0003498710651673969,1.0,0.06175020982767531,0.3250132587922137
Adaptive-clean VIFD,650,48.09656713435142,30.284574396760274,0.0113,5.942027294380627e-05,0.01200255997876514,3.978604810675229e-05,2.2681370227788624e-05,0.035497680899864666,3.49480442719751,0.19921939866190316,0.00034987010351402315,1.0,0.0625793502157775,0.3303649459476211
Adaptive-clean VIFD,655,48.20809591704351,30.308856907014036,0.0117,6.618646176673891e-05,0.013411751928837761,4.3528143648681404e-05,2.501160896404906e-05,0.039426026359487006,3.494765868761301,0.19921349382831022,0.000349869145531082,1.0,0.06372825800024498,0.33553164100272026
Adaptive-clean VIFD,660,48.318719226390584,30.33311878156655,0.0122,7.340467941700556e-05,0.014921113258770873,4.744924576729534e-05,2.7459613998702686e-05,0.04360000674071482,3.4947274119193987,0.19920759954921988,0.00034986819139730727,1.0,0.06493293243005827,0.34053215082304394
Adaptive-clean VIFD,665,48.428425409843875,30.357359685205815,0.0127,8.108873677248419e-05,0.016534103111618573,5.1553256801673573e-05,3.0025717519013278e-05,0.04802475428644424,3.4946890602211447,0.19920171651526739,0.0003498672412941119,1.0,0.06712135551016493,0.3453941307858872
Adaptive-clean VIFD,670,48.537203029710376,30.38157927345445,0.0132,8.925043439346909e-05,0.01825381753862761,5.584293438449428e-05,3.2709438633072025e-05,0.05270415712467821,3.494650816756812,0.19919584543623517,0.000349866295406428,1.0,0.06940234162007487,0.3501331526902293
Adaptive-clean VIFD,675,48.64504086906554,30.405777194717118,0.0133,9.789699558494647e-05,0.02008250689964587,6.031507558751017e-05,3.550830258830679e-05,0.05763983015449712,3.494612683868864,0.19918998703518828,0.0003498653539182001,1.0,0.07045669007037614,0.3547483570967291
Adaptive-clean VIFD,680,48.751927938989944,30.42995309244216,0.0139,0.00010703092261680027,0.02202153825175129,6.496593312461959e-05,3.841833138122787e-05,0.062830760254691,3.494574662903836,0.19918414204266985,0.0003498644170096425,1.0,0.07295863380897022,0.35922801579812913
Adaptive-clean VIFD,685,48.857853485609446,30.454106605763855,0.0141,0.00011665944375509092,0.024073127759134654,6.979177368347622e-05,4.143662240799363e-05,0.0682785744515446,3.4945367564355068,0.19917831119510226,0.0003498634848572302,1.0,0.07484438913755147,0.36357859877539467
Adaptive-clean VIFD,690,48.962806996707336,30.47823736848407,0.0145,0.00012678543639752188,0.02623867797948952,7.478965187749205e-05,4.4559258737533004e-05,0.0739823071039295,3.4944989659888495,0.19917249523765343,0.00034986255763390904,1.0,0.0776897598664483,0.3677966030772968
Adaptive-clean VIFD,695,49.066778208264836,30.50234500950151,0.0149,0.00013741742191606795,0.028520611511584797,7.996708519460045e-05,4.7783852634438517e-05,0.07994388260903824,3.4944612944528552,0.1991666949232042,0.0003498616355154517,1.0,0.07955325879376375,0.3718945422938524
Adaptive-clean VIFD,700,49.16975711118383,30.526429150464207,0.0154,0.00014856369839549467,0.030921302648179404,8.532460540295887e-05,5.1108380511416964e-05,0.08616459577224597,3.4944237443873036,0.19916091101879743,0.0003498607186828029,1.0,0.08236426371165881,0.37588332717997647
Adaptive-clean VIFD,705,49.271733958221134,30.550489407139686,0.0157,0.00016023024517899953,0.03344268636988297,9.08582550991439e-05,5.4529919346189196e-05,0.09264436893771912,3.494386317782944,0.19915514430198228,0.0003498598073136598,1.0,0.08537444182489459,0.3797682943388327
Adaptive-clean VIFD,710,49.372699270650244,30.57452539147818,0.0164,0.0001724212421901694,0.03608634466078379,9.656913702777044e-05,5.8044397174450137e-05,0.09938294551836521,3.4943490170307197,0.19914939555533828,0.00034985890158412543,1.0,0.08831168175372194,0.38355165387822787
Adaptive-clean VIFD,715,49.47264384396072,30.59853670641078,0.0171,0.0001851542861765332,0.03885632346959326,0.00010247016131337009,6.165250914668553e-05,0.1063856044245103,3.494311846787856,0.1991436655807174,0.0003498580016777133,1.0,0.08845811522289841,0.38725980563554546
Adaptive-clean VIFD,720,49.57155875232127,30.622522943896325,0.0176,0.00019844216279673603,0.04175579006585606,0.0001085774508698643,6.535381166283603e-05,0.11365430131707989,3.4942748101306083,0.19913795520448932,0.00034985710779539205,1.0,0.08882235307408429,0.39090644699406923
Adaptive-clean VIFD,725,49.669435352133995,30.64648368934694,0.0183,0.0002122941694739073,0.044787256259456946,0.00011490240049971505,6.914556501088372e-05,0.12119047050754309,3.494237910551018,0.1991322652655469,0.0003498562201497256,1.0,0.09152102541744693,0.39449761916129794
Adaptive-clean VIFD,730,49.76626528523388,30.670418517192815,0.0195,0.000226729702001698,0.04795509116487294,0.0001214557636251802,7.302868271222656e-05,0.12899937807952394,3.494201153077453,0.19912659662741464,0.0003498553389657566,1.0,0.09272397202553037,0.3980531631219258
